,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
88194,88194,10602945.437,12:36:48:000,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
88195,88195,10602956.858,12:36:48:011,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.5116,20.5116,4.8623,19.2957,19.2957,4.5627,339.3378,555.4739,339.3378,555.4739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.2037,-6.2442,650.1843,-16.4239,-4.1445,652.1752,1010.6762,529.7392,780.2493,521.4968,-,-,-,-,-,-,-,-
88196,88196,10602976.748,12:36:48:031,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.8839,20.8839,4.9455,19.3113,19.3113,4.5646,339.7670,556.8577,339.7670,556.8577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.5889,-6.0483,649.6009,-16.9037,-3.9706,651.9041,1012.5216,529.2234,782.1761,520.6318,-,-,-,-,-,-,-,-
88197,88197,10602996.735,12:36:48:051,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.8657,20.8657,4.9411,19.4224,19.4224,4.5879,339.6126,557.3419,339.6126,557.3419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.0512,-5.9558,649.5188,-17.3897,-3.7594,651.5151,1014.4039,528.6601,784.1179,520.0036,-,-,-,-,-,-,-,-
88198,88198,10603069.967,12:36:48:125,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.6677,20.6677,4.8903,19.3185,19.3185,4.5630,338.8622,558.7254,338.8622,558.7254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.2959,-5.6723,648.7908,-18.6790,-3.2645,651.3945,1019.6126,527.6466,789.3385,518.0120,-,-,-,-,-,-,-,-
88199,88199,10603076.229,12:36:48:131,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.8607,20.8607,4.9324,19.4788,19.4788,4.5977,339.4605,559.3212,339.4605,559.3212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.7124,-5.7023,648.3264,-19.1525,-3.2152,650.9886,1021.4778,527.8069,791.1333,517.7170,-,-,-,-,-,-,-,-
88200,88200,10603096.106,12:36:48:151,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.8690,20.8690,4.9298,19.3483,19.3483,4.5694,340.2916,558.3686,340.2916,558.3686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.1132,-5.7806,647.6777,-19.6224,-3.2140,651.2949,1023.3561,527.9881,792.9338,517.6303,-,-,-,-,-,-,-,-
88201,88201,10603115.978,12:36:48:171,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,21.0471,21.0471,4.9722,19.2922,19.2922,4.5586,341.9558,558.3872,341.9558,558.3872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.6172,-5.9116,647.7077,-20.1382,-3.2156,651.6079,1025.3193,528.6175,794.8051,517.7667,-,-,-,-,-,-,-,-
88202,88202,10603135.878,12:36:48:190,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.8425,20.8425,4.9267,19.2401,19.2401,4.5459,340.1947,557.6618,340.1947,557.6618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.0697,-4.9791,647.6141,-23.6336,-2.1978,651.4130,1039.2476,524.8772,808.6729,513.6971,-,-,-,-,-,-,-,-
88203,88203,10603155.738,12:36:48:210,Trial001,01vnvg151201b1.avi,0.0,48821.194,TS,19,DeepSkyBlue,74.9265,Eye,Fixation,Fixation,1,1,20.9443,20.9443,4.9520,19.2343,19.2343,4.5459,341.8917,559.3235,341.8917,559.3235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.6049,-6.0893,648.1046,-21.0567,-3.1945,651.6881,1029.0188,529.4428,798.5701,517.7646,-,-,-,-,-,-,-,-
