,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
31178,31178,1464473.482,14:03:48:000,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
31179,31179,1464478.537,14:03:48:005,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,14.9884,14.9884,3.3521,14.5682,14.5682,3.1887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.3874,-27.9423,613.8648,26.7335,-35.4183,600.1199,829.9549,626.5948,597.7728,662.2030,-,-,-,-,-,-,-,-
31180,31180,1464498.421,14:03:48:025,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.1528,15.1528,3.3881,14.8366,14.8366,3.2479,707.8721,1122.5047,707.8721,1122.5047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.4725,-27.6089,613.8327,26.6987,-35.1420,600.3842,830.9819,625.3693,598.7629,660.8312,-,-,-,-,-,-,-,-
31181,31181,1464518.429,14:03:48:045,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.1132,15.1132,3.3809,15.0914,15.0914,3.3032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.5103,-27.3681,614.1138,26.6181,-34.9233,600.4529,831.1729,624.4928,599.3416,659.9334,-,-,-,-,-,-,-,-
31182,31182,1464538.324,14:03:48:065,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.0604,15.0604,3.3702,15.1565,15.1565,3.3181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.5373,-27.1303,614.3048,26.6012,-34.6293,600.6237,831.5114,623.2066,599.5037,658.7088,-,-,-,-,-,-,-,-
31183,31183,1464558.147,14:03:48:085,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.2460,15.2460,3.4107,15.2268,15.2268,3.3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.6775,-24.9364,614.3376,27.4814,-32.5130,600.9286,827.6648,614.2329,595.6241,649.5919,-,-,-,-,-,-,-,-
31184,31184,1464578.027,14:03:48:105,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.1612,15.1612,3.3927,15.0033,15.0033,3.2887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.6872,-26.5638,614.3678,26.4950,-34.0852,601.3339,832.2311,620.8998,599.8546,656.1578,-,-,-,-,-,-,-,-
31185,31185,1464597.901,14:03:48:124,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,14.7363,14.7363,3.3001,15.5771,15.5771,3.4145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.7656,-26.2266,614.5852,26.4241,-33.7249,601.6797,832.4731,619.3618,600.4713,654.5552,-,-,-,-,-,-,-,-
31186,31186,1464617.779,14:03:48:144,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.1223,15.1223,3.3873,15.3125,15.3125,3.3593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.8659,-25.9611,614.9612,26.3600,-33.3969,602.0526,832.5262,618.2502,600.7800,653.1995,-,-,-,-,-,-,-,-
31187,31187,1464637.667,14:03:48:164,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.0733,15.0733,3.3753,15.4565,15.4565,3.3921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.9272,-25.6635,614.7492,26.2732,-33.0673,602.3784,833.1214,617.0972,601.0332,651.6352,-,-,-,-,-,-,-,-
31188,31188,1464657.53,14:03:48:184,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.2084,15.2084,3.4066,15.6918,15.6918,3.4447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.0160,-25.4272,615.0288,26.2171,-32.8216,602.6795,833.5456,615.8009,601.5029,650.4698,-,-,-,-,-,-,-,-
31189,31189,1464677.413,14:03:48:204,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.2433,15.2433,3.4160,15.1889,15.1889,3.3366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.1242,-25.2191,615.3339,26.1444,-32.5760,602.8538,833.6937,615.0822,601.7289,649.3816,-,-,-,-,-,-,-,-
31190,31190,1464697.29,14:03:48:224,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.1444,15.1444,3.3930,15.1484,15.1484,3.3298,680.0402,1124.1849,680.0402,1124.1849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.1721,-25.0069,615.1355,26.1047,-32.3362,603.2153,833.9569,614.4442,601.9744,648.1792,-,-,-,-,-,-,-,-
31191,31191,1464717.277,14:03:48:244,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,15.0439,15.0439,3.3695,15.1737,15.1737,3.3372,676.1861,1103.0507,676.1861,1103.0507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.1642,-24.7575,614.9086,26.0842,-32.0309,603.5888,833.7068,612.6850,602.1038,646.4096,-,-,-,-,-,-,-,-
31192,31192,1464737.141,14:03:48:264,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,-,-,-,-,14.4988,14.4988,3.2504,14.8345,14.8345,3.2619,681.7009,811.4655,681.7009,811.4655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-27.9878,-24.2299,615.1858,26.0215,-31.3297,603.3051,832.1846,606.6155,601.5700,639.8676,-,-,-,-,-,-,-,-
31193,31193,1464757.014,14:03:48:284,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,Fixation,Fixation,1,1,14.4678,14.4678,3.2431,14.8541,14.8541,3.2639,661.8598,561.0516,661.8598,561.0516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.9760,-21.9068,615.1384,24.9004,-28.9227,603.0585,836.7480,594.0903,607.0165,626.9701,-,-,-,-,-,-,-,-
31194,31194,1464776.892,14:03:48:303,Trial001,01vnvg151201b1.avi,0.0,48819.115,TC,46,DarkOrange,78.7396,Eye,Fixation,Fixation,1,1,14.7687,14.7687,3.3068,14.9135,14.9135,3.2785,658.5924,485.0829,658.5924,485.0829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.1787,-23.8409,614.5825,25.7512,-30.7924,603.2466,833.1574,601.6411,603.7272,633.6580,-,-,-,-,-,-,-,-
