,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
61583,61583,2767912.616,17:15:21:909,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
61584,61584,2767919.101,17:15:21:915,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.851,19.851,5.0083,627.778,329.1398,-,-,-,-,0.0342,0.3213,-0.9464,8.9573,9.5829,614.948,603.9468,468.0444,0,-,-,-,-,-,-,-,-
61585,61585,2767935.791,17:15:21:932,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.853,19.853,5.0097,626.8647,322.6044,-,-,-,-,0.0332,0.3222,-0.9461,8.9901,9.5362,614.93,603.8369,468.2075,0,-,-,-,-,-,-,-,-
61586,61586,2767952.48,17:15:21:949,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.8973,19.8973,5.0136,628.378,319.3949,-,-,-,-,0.0412,0.3213,-0.9461,9.0239,9.5289,615.443,603.5836,468.2882,0,-,-,-,-,-,-,-,-
61587,61587,2767969.175,17:15:21:966,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.9769,19.9769,5.0211,628.8017,321.5534,-,-,-,-,0.0368,0.3159,-0.9481,9.0622,9.5132,615.8606,603.5436,468.4841,0,-,-,-,-,-,-,-,-
61588,61588,2767985.87,17:15:21:982,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.8975,19.8975,5.0238,627.8789,317.0737,-,-,-,-,0.0316,0.3186,-0.9474,9.1444,9.4763,615.9957,603.3292,468.584,0,-,-,-,-,-,-,-,-
61589,61589,2768002.565,17:15:21:999,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.9563,19.9563,5.0272,625.6415,317.5112,-,-,-,-,0.0265,0.3154,-0.9486,9.2086,9.4772,614.9951,603.1178,468.5725,0,-,-,-,-,-,-,-,-
61590,61590,2768019.259,17:15:22:016,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,20.0195,20.0195,5.0326,625.4648,316.0228,-,-,-,-,0.033,0.3159,-0.9482,9.247,9.4916,614.79,602.8308,468.4927,0,-,-,-,-,-,-,-,-
61591,61591,2768035.954,17:15:22:032,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.9416,19.9416,5.0343,627.8743,314.0388,-,-,-,-,0.0417,0.3178,-0.9472,9.2904,9.5175,615.4106,602.5351,468.3982,0,-,-,-,-,-,-,-,-
61592,61592,2768052.649,17:15:22:049,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,1,19.8175,19.8175,5.031,626.1317,312.3499,-,-,-,-,0.0341,0.3185,-0.9473,9.3591,9.5589,615.9843,602.4468,468.2635,0,-,-,-,-,-,-,-,-
