,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
60430,60430,1135290.233,11:27:18:850,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5 tete point chien d.jpg
60431,60431,1135293.156,11:27:18:853,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Saccade,Saccade,1,1,15.3947,15.3947,3.3540,16.7927,16.7927,3.6647,1002.4241,308.3568,1002.4241,308.3568,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.3526,49.0046,597.3974,50.4346,57.2475,596.2540,735.4459,291.9306,493.0718,254.7024,-,-,-,-,-,-,-,-
60432,60432,1135313.019,11:27:18:873,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Saccade,Saccade,1,1,15.0376,15.0376,3.2764,17.0087,17.0087,3.7017,1149.7064,327.3083,1149.7064,327.3083,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.8917,48.9480,597.2616,50.7199,56.9120,594.7107,732.1996,292.3016,489.8066,256.1926,-,-,-,-,-,-,-,-
60433,60433,1135332.897,11:27:18:893,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Fixation,Fixation,1,1,15.4500,15.4500,3.3671,16.5819,16.5819,3.6024,1171.6533,344.9314,1171.6533,344.9314,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.8268,48.9554,597.6309,50.7067,56.7423,593.4519,731.5872,292.8755,489.1005,256.1743,-,-,-,-,-,-,-,-
60434,60434,1135352.787,11:27:18:913,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Fixation,Fixation,1,1,15.8579,15.8579,3.4526,16.3265,16.3265,3.5545,1151.8952,369.9549,1151.8952,369.9549,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.7095,48.9227,597.2419,51.1126,56.8430,594.5864,731.2731,293.1771,488.3317,256.3020,-,-,-,-,-,-,-,-
60435,60435,1135372.658,11:27:18:932,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Fixation,Fixation,1,1,15.5881,15.5881,3.3938,16.1931,16.1931,3.5260,1165.1549,365.6073,1165.1549,365.6073,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.6528,48.9317,597.1017,51.1634,56.8912,594.5950,730.7559,292.7888,487.8317,256.2580,-,-,-,-,-,-,-,-
60436,60436,1135392.53,11:27:18:952,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Fixation,Fixation,1,1,15.8453,15.8453,3.4484,16.1636,16.1636,3.5156,1179.3850,389.4213,1179.3850,389.4213,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.5303,48.9358,596.9868,51.1030,56.8922,593.9035,730.5665,292.8461,487.1441,256.6990,-,-,-,-,-,-,-,-
60437,60437,1135412.391,11:27:18:972,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Fixation,Fixation,1,1,16.2936,16.2936,3.5442,16.0972,16.0972,3.5055,1156.2787,398.6728,1156.2787,398.6728,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5671,48.9299,596.9282,53.3105,56.8178,594.4425,722.2428,293.0346,478.6199,256.9714,-,-,-,-,-,-,-,-
60438,60438,1135432.28,11:27:18:992,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Saccade,Saccade,2,2,15.9128,15.9128,3.4632,16.0196,16.0196,3.4777,1173.9079,389.3033,1173.9079,389.3033,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.3585,48.9709,597.0396,51.2095,56.5766,592.7231,729.6020,292.7819,486.6381,257.0017,-,-,-,-,-,-,-,-
60439,60439,1135452.271,11:27:19:012,Trial006,5 tete point chien D.jpg,0.0,2886.608,31,Indigo,96.3068,Eye,Saccade,Saccade,2,2,15.7309,15.7309,3.4230,15.0566,15.0566,3.2647,1235.6138,369.9404,1235.6138,369.9404,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.2213,48.9623,596.8409,51.2435,56.4550,591.4898,729.0676,292.3925,484.8497,256.9631,-,-,-,-,-,-,-,-
