,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
16373,16373,5430337.462,13:32:51:184,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,punition orale triste vs joie.avi
16374,16374,5430339.43,13:32:51:186,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Saccade,1,12.8370,12.8370,3.0051,986.8093,498.2325,-,-,-,-,0.0000,0.0000,0.0000,-21.9340,5.9002,641.9419,799.9667,481.0352,-,-,-,-,-,-,-,-
16375,16375,5430359.305,13:32:51:206,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Saccade,1,12.8994,12.8994,3.0215,987.4041,495.9701,-,-,-,-,0.0000,0.0000,0.0000,-21.9489,5.9040,642.3662,799.8719,481.0369,-,-,-,-,-,-,-,-
16376,16376,5430379.208,13:32:51:226,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.9903,12.9903,3.0462,991.4487,405.5813,-,-,-,-,0.0000,0.0000,0.0000,-21.8232,6.0524,643.1753,799.0658,480.0020,-,-,-,-,-,-,-,-
16377,16377,5430399.081,13:32:51:246,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.9514,12.9514,3.0373,1026.9261,411.0444,-,-,-,-,0.0000,0.0000,0.0000,-21.7025,6.1051,643.1956,798.2174,479.4937,-,-,-,-,-,-,-,-
16378,16378,5430418.94,13:32:51:265,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.9451,12.9451,3.0366,1039.4773,392.7704,-,-,-,-,0.0000,0.0000,0.0000,-21.7159,6.1225,643.3586,798.3779,479.4229,-,-,-,-,-,-,-,-
16379,16379,5430438.81,13:32:51:285,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.7139,12.7139,2.9834,1056.6212,390.8033,-,-,-,-,0.0000,0.0000,0.0000,-21.7074,6.1791,643.3869,798.2488,479.2280,-,-,-,-,-,-,-,-
16380,16380,5430458.69,13:32:51:305,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.8547,12.8547,3.0173,1042.2894,399.7971,-,-,-,-,0.0000,0.0000,0.0000,-21.6631,6.2218,643.6873,798.1135,479.2281,-,-,-,-,-,-,-,-
16381,16381,5430478.695,13:32:51:325,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.9022,12.9022,3.0294,1042.0179,397.9437,-,-,-,-,0.0000,0.0000,0.0000,-21.6657,6.2255,643.9214,798.0344,479.1287,-,-,-,-,-,-,-,-
16382,16382,5430498.563,13:32:51:345,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.7708,12.7708,2.9988,1030.1148,398.8628,-,-,-,-,0.0000,0.0000,0.0000,-21.6469,6.2039,643.8678,798.0420,479.2128,-,-,-,-,-,-,-,-
16383,16383,5430518.445,13:32:51:365,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.7533,12.7533,2.9935,1026.1658,400.0860,-,-,-,-,0.0000,0.0000,0.0000,-21.6559,6.1778,643.5973,798.0416,479.2532,-,-,-,-,-,-,-,-
16384,16384,5430538.307,13:32:51:385,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,12.9144,12.9144,3.0281,1059.1255,395.6246,-,-,-,-,0.0000,0.0000,0.0000,-21.6584,6.1524,643.0530,797.9006,479.5414,-,-,-,-,-,-,-,-
16385,16385,5430558.19,13:32:51:405,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,13.0314,13.0314,3.0543,1060.7083,401.2386,-,-,-,-,0.0000,0.0000,0.0000,-21.6756,6.0794,642.8743,797.9808,479.7461,-,-,-,-,-,-,-,-
16386,16386,5430578.073,13:32:51:425,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,13.0916,13.0916,3.0658,1060.0404,398.2902,-,-,-,-,0.0000,0.0000,0.0000,-21.6374,6.0283,642.3817,798.2276,480.0229,-,-,-,-,-,-,-,-
16387,16387,5430597.935,13:32:51:444,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,1,13.0541,13.0541,3.0552,1065.1382,397.2769,-,-,-,-,0.0000,0.0000,0.0000,-21.6108,5.9896,641.9710,797.9849,479.9623,-,-,-,-,-,-,-,-
16388,16388,5430617.833,13:32:51:464,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Saccade,2,12.9183,12.9183,3.0242,1031.0316,406.5837,-,-,-,-,0.0000,0.0000,0.0000,-21.7361,5.9800,642.0208,798.6850,480.2798,-,-,-,-,-,-,-,-
16389,16389,5430637.807,13:32:51:484,Trial005,05 punition orale triste vs joie.avi,0.0,15894.494,49,Crimson,99.5313,Eye,Fixation,2,13.2963,13.2963,3.1128,787.3918,519.1423,-,-,-,-,0.0000,0.0000,0.0000,-22.1869,5.8349,642.3341,802.6113,481.5078,-,-,-,-,-,-,-,-
