,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
61204,61204,9356240.724,15:36:20:805,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5 tete point chien g.jpg
61205,61205,9356256.011,15:36:20:820,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,1,1,594.3446,334.4574,594.3446,334.4574,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.9512,-37.0505,729.7198,35.3093,-32.1309,729.1518,792.6933,635.8101,590.5000,617.9512,-,-,-,-,-,-,-,-
61206,61206,9356275.884,15:36:20:840,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,1,1,580.4549,391.0847,580.4549,391.0847,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.7025,-38.3563,729.8823,33.3898,-32.7114,727.8986,799.8154,638.3759,597.3606,620.6435,-,-,-,-,-,-,-,-
61207,61207,9356295.89,15:36:20:860,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,1,1,579.2336,332.2968,579.2336,332.2968,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.4225,-37.7949,730.0392,33.6189,-32.2181,726.9799,799.5131,636.6123,596.3494,618.5483,-,-,-,-,-,-,-,-
61208,61208,9356315.782,15:36:20:880,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,1,1,586.8124,352.3508,586.8124,352.3508,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.4271,-37.2330,730.1904,33.7473,-31.6071,726.7234,799.3318,634.6413,595.6394,616.6436,-,-,-,-,-,-,-,-
61209,61209,9356335.655,15:36:20:900,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,1,1,585.4550,318.9743,585.4550,318.9743,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.1515,-35.2460,730.3389,35.9838,-29.7401,725.0605,791.4487,628.4664,587.5000,609.9512,-,-,-,-,-,-,-,-
61210,61210,9356355.513,15:36:20:920,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Saccade,Saccade,1,1,582.5810,308.1503,582.5810,308.1503,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.4360,-35.8228,730.4796,33.5538,-30.1947,724.6198,800.7825,629.8865,596.0992,611.5645,-,-,-,-,-,-,-,-
61211,61211,9356375.376,15:36:20:940,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,2,2,569.5289,326.6667,569.5289,326.6667,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.7253,-34.9743,730.6153,33.2472,-29.3650,724.3752,802.3297,627.2672,597.3519,608.8946,-,-,-,-,-,-,-,-
61212,61212,9356395.252,15:36:20:960,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,2,2,574.0945,325.6642,574.0945,325.6642,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.2997,-34.4104,730.7458,32.6917,-28.5843,723.3448,805.0332,624.7681,599.0000,606.2500,-,-,-,-,-,-,-,-
61213,61213,9356415.133,15:36:20:979,Trial005,5 tete point chien G.jpg,0.0,2880.86,39,GreenYellow,65.2583,Eye,Fixation,Fixation,2,2,571.3163,315.9118,571.3163,315.9118,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-23.8742,-33.5609,730.8715,32.0285,-27.7165,721.8074,807.6810,621.8960,601.1309,603.2611,-,-,-,-,-,-,-,-
