,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0,0,4677761.695,13:20:35:000,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
1,1,4677773.919,13:20:35:012,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.6313,20.6313,4.9391,21.1134,21.1134,5.0214,628.5719,561.2715,628.5719,561.2715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.6145,41.7540,659.6087,56.1065,39.5514,653.1798,741.3383,343.2075,494.5295,350.0288,-,-,-,-,-,-,-,-
2,2,4677793.801,13:20:35:032,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.5172,20.5172,4.9125,21.2391,21.2391,5.0526,626.8402,559.6950,626.8402,559.6950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5903,41.7909,659.6578,56.1512,39.6117,653.3786,741.3194,343.2579,494.4539,349.6562,-,-,-,-,-,-,-,-
3,3,4677813.819,13:20:35:052,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.6590,20.6590,4.9459,21.2653,21.2653,5.0604,625.7234,558.2743,625.7234,558.2743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5432,41.8021,659.6388,56.1720,39.6454,653.5986,741.2512,343.2535,494.3198,349.5441,-,-,-,-,-,-,-,-
4,4,4677833.682,13:20:35:072,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.6460,20.6460,4.9453,21.0088,21.0088,5.0019,626.2168,555.7993,626.2168,555.7993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5703,41.8613,659.9581,56.1923,39.6674,653.8540,741.2046,343.0740,494.3554,349.4584,-,-,-,-,-,-,-,-
5,5,4677853.548,13:20:35:092,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.7163,20.7163,4.9619,21.1952,21.1952,5.0475,625.2098,559.5443,625.2098,559.5443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5965,41.8860,659.9471,56.1695,39.7300,654.0668,741.4010,342.9568,494.5747,349.6568,-,-,-,-,-,-,-,-
6,6,4677873.414,13:20:35:112,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.7111,20.7111,4.9582,21.1881,21.1881,5.0442,623.5095,557.9310,623.5095,557.9310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.6220,41.8465,659.6177,56.1212,39.7213,653.8540,741.5830,343.0289,494.7701,349.4462,-,-,-,-,-,-,-,-
7,7,4677893.301,13:20:35:132,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.8298,20.8298,4.9844,21.2908,21.2908,5.0658,620.8411,556.9619,620.8411,556.9619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7017,41.7886,659.3704,56.0655,39.6982,653.5177,741.7853,343.0787,495.0682,349.5834,-,-,-,-,-,-,-,-
8,8,4677913.171,13:20:35:151,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,21.0740,21.0740,5.0437,20.9672,20.9672,4.9873,626.5613,555.7837,626.5613,555.7837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7317,41.7725,659.5704,55.9633,39.6552,653.2364,741.6734,343.2603,495.0714,349.5482,-,-,-,-,-,-,-,-
9,9,4677933.048,13:20:35:171,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.7095,20.7095,4.9592,21.2312,21.2312,5.0506,627.1404,555.3402,627.1404,555.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7559,41.7504,659.8139,55.9460,39.5971,653.3813,741.8822,343.3299,495.0298,349.8633,-,-,-,-,-,-,-,-
10,10,4677952.922,13:20:35:191,Trial001,01vnvg151201b1.avi,0.0,48822.134,TC,50,Coral,76.8504,Eye,Fixation,Fixation,1,1,20.7620,20.7620,4.9701,21.3926,21.3926,5.0903,622.0095,555.5278,622.0095,555.5278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7523,41.6819,659.6088,55.9611,39.5358,653.6048,742.0338,343.6203,495.3145,350.2662,-,-,-,-,-,-,-,-
