,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
19796,19796,1436540.586,15:30:30:638,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ac1f5149a5b199935960c12958f4532f_1280x1024.jpg
19797,19797,1436555.141,15:30:30:653,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,129.9263,401.8771,184.7581,433.7117,-,-,-,-,-,-,-,-,-0.0396,0.3679,-0.929,-0.087,0.3722,-0.9241,-72.1504,-51.2005,528.2286,-121.7613,-48.9887,544.3925,968.0124,735.8413,1177.7284,719.2589,0,-,-,-,-,-,-,-,-
19798,19798,1436571.833,15:30:30:669,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,131.0586,399.3285,185.0854,433.8248,-,-,-,-,-,-,-,-,-0.0344,0.3738,-0.9269,-0.0839,0.3712,-0.9248,-72.2638,-51.2603,528.2686,-121.8814,-49.0709,544.4446,968.3796,735.9601,1178.1409,719.6252,0,-,-,-,-,-,-,-,-
19799,19799,1436588.524,15:30:30:686,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,131.4506,405.1458,185.2892,433.8839,-,-,-,-,-,-,-,-,-0.0329,0.3557,-0.934,-0.086,0.3713,-0.9245,-72.3019,-51.3228,528.273,-121.7947,-49.0667,543.7906,968.5356,736.6619,1178.4572,719.8552,0,-,-,-,-,-,-,-,-
19800,19800,1436605.216,15:30:30:703,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,128.6363,400.8753,185.7472,434.4913,-,-,-,-,-,-,-,-,-0.0427,0.3648,-0.9301,-0.0858,0.3709,-0.9247,-72.3296,-51.3522,528.1252,-121.7458,-49.108,543.305,968.9615,736.6461,1178.7233,720.2354,0,-,-,-,-,-,-,-,-
19801,19801,1436621.907,15:30:30:719,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,128.7499,399.9633,184.7853,436.5279,-,-,-,-,-,-,-,-,-0.0384,0.3674,-0.9293,-0.0881,0.3673,-0.9259,-72.3613,-51.4212,528.186,-121.8037,-49.1969,543.3443,968.9711,736.8725,1178.9956,720.6927,0,-,-,-,-,-,-,-,-
19802,19802,1436638.599,15:30:30:736,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,129.6835,402.3256,184.6577,437.0946,-,-,-,-,-,-,-,-,-0.0372,0.3637,-0.9308,-0.0865,0.37,-0.925,-72.3737,-51.5067,528.1439,-121.981,-49.3112,543.9569,969.0298,737.3652,1179.1245,720.8978,0,-,-,-,-,-,-,-,-
19803,19803,1436655.29,15:30:30:753,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,129.1934,399.9483,184.6687,436.7285,-,-,-,-,-,-,-,-,-0.0395,0.3728,-0.9271,-0.0855,0.3713,-0.9246,-72.3708,-51.5236,528.176,-122.0699,-49.3657,544.2968,969.0384,737.2178,1179.1527,720.9777,0,-,-,-,-,-,-,-,-
19804,19804,1436671.982,15:30:30:769,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,127.1437,401.0727,184.6893,437.1018,-,-,-,-,-,-,-,-,-0.0446,0.3673,-0.929,-0.086,0.3691,-0.9254,-72.3546,-51.5139,528.3713,-122.1567,-49.3747,544.7153,968.9602,737.215,1179.1321,720.9055,0,-,-,-,-,-,-,-,-
19805,19805,1436688.673,15:30:30:786,Trial004,3 regard chien D.png,0,2900.0,49,Olive,77.0115,Eye,Fixation,Fixation,1,1,127.5826,400.8569,183.7515,437.7879,-,-,-,-,-,-,-,-,-0.0411,0.3683,-0.9288,-0.0905,0.3689,-0.9251,-72.3172,-51.4764,528.3331,-122.1915,-49.3655,544.9587,968.7365,737.0405,1179.1371,720.7732,0,-,-,-,-,-,-,-,-
