,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
67025,67025,216783.575,14:14:32:227,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17 voc devant.jpg
67026,67026,216793.297,14:14:32:237,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Saccade,Saccade,1,1,9.3205,9.3205,2.2093,9.7949,9.7949,2.3393,581.6658,736.1140,581.6658,736.1140,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5809,40.9492,644.7746,81.8582,41.0730,645.5688,630.4231,342.9012,389.5000,342.1429,-,-,-,-,-,-,-,-
67027,67027,216813.17,14:14:32:257,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Saccade,Saccade,1,1,9.3087,9.3087,2.2055,9.6517,9.6517,2.3035,585.5040,615.6671,585.5040,615.6671,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6078,41.1975,644.4362,81.7201,41.3575,644.9018,629.9634,340.4829,389.8963,339.9993,-,-,-,-,-,-,-,-
67028,67028,216833.177,14:14:32:277,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Saccade,Saccade,1,1,9.5425,9.5425,2.2596,10.2430,10.2430,2.4394,590.0256,552.7539,590.0256,552.7539,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6402,41.5484,644.3990,81.5453,41.6619,644.3140,629.8682,338.5232,390.1108,338.0343,-,-,-,-,-,-,-,-
67029,67029,216853.055,14:14:32:296,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Fixation,Fixation,1,1,8.9391,8.9391,2.1231,9.8091,9.8091,2.3379,636.5237,448.7291,636.5237,448.7291,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.3599,41.8720,645.4060,81.5016,41.7667,644.2425,629.6254,336.7367,390.4166,336.5463,-,-,-,-,-,-,-,-
67030,67030,216872.915,14:14:32:316,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Fixation,Fixation,1,1,9.3701,9.3701,2.2250,9.7909,9.7909,2.3328,584.7610,454.5413,584.7610,454.5413,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6346,41.8149,645.9603,81.5617,41.7308,643.9927,630.1130,337.1756,390.0604,336.7839,-,-,-,-,-,-,-,-
67031,67031,216892.776,14:14:32:336,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Fixation,Fixation,1,1,9.3389,9.3389,2.2188,9.9606,9.9606,2.3719,583.1111,461.3752,583.1111,461.3752,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6089,41.8705,646.2417,81.5512,41.7222,643.8515,630.3003,337.1181,389.9792,336.8994,-,-,-,-,-,-,-,-
67032,67032,216912.785,14:14:32:356,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Fixation,Fixation,1,1,9.5434,9.5434,2.2669,9.9840,9.9840,2.3768,581.5643,459.9524,581.5643,459.9524,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5712,41.8757,646.4280,81.5345,41.7132,643.7201,630.4202,337.0218,390.0458,336.8554,-,-,-,-,-,-,-,-
67033,67033,216932.665,14:14:32:376,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Fixation,Fixation,1,1,9.3683,9.3683,2.2263,9.5974,9.5974,2.2859,582.0030,458.8870,582.0030,458.8870,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5246,41.8741,646.4430,81.4996,41.6975,643.4981,630.4586,337.1629,390.2926,336.6376,-,-,-,-,-,-,-,-
67034,67034,216952.536,14:14:32:396,Trial018,17 voc devant.jpg,0.0,2896.657,37,LawnGreen,100.0,Eye,Fixation,Fixation,1,1,9.1818,9.1818,2.1861,9.7160,9.7160,2.3130,593.3580,459.3057,593.3580,459.3057,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.4248,41.9993,647.3682,81.4239,41.6545,643.3358,630.6171,337.0672,390.1609,336.6420,-,-,-,-,-,-,-,-
