,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
96030,96030,1053343.734,11:42:44:059,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81253c30cfbaa6c85caec3e60c0f192a.avi
96031,96031,1053356.994,11:42:44:072,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.4889,17.4889,3.8067,17.3068,17.3068,3.7820,552.2528,1114.0882,0.0000,0.0000,-0.0056,-0.0103,-0.9999,0.0630,0.0086,-0.9980,-6.0768,6.9629,528.2322,-64.9868,2.6341,529.2680,667.2344,480.0888,932.8073,499.3657,-,-,-,-,-,-,-,-
96032,96032,1053373.684,11:42:44:089,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.5228,17.5228,3.8058,17.1823,17.1823,3.7788,552.7348,1114.8464,0.0000,0.0000,-0.0049,-0.0099,-0.9999,0.0575,0.0121,-0.9983,-6.0797,6.9790,528.0843,-65.0045,2.6698,529.3534,667.2399,479.9999,932.9616,499.1274,-,-,-,-,-,-,-,-
96033,96033,1053390.374,11:42:44:106,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.6205,17.6205,3.8086,17.2493,17.2493,3.7786,552.7497,1112.4235,0.0000,0.0000,-0.0067,-0.0015,-1.0000,0.0591,0.0124,-0.9982,-6.0831,6.9979,527.9084,-64.9890,2.7120,529.1938,667.3040,479.7161,932.9445,498.9268,-,-,-,-,-,-,-,-
96034,96034,1053407.064,11:42:44:122,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.5823,17.5823,3.8090,17.3507,17.3507,3.7823,553.2094,1113.3161,0.0000,0.0000,-0.0035,-0.0032,-1.0000,0.0583,0.0095,-0.9983,-6.0909,7.0130,527.5343,-64.9821,2.7411,529.0462,667.2906,479.6631,933.0148,498.8557,-,-,-,-,-,-,-,-
96035,96035,1053423.754,11:42:44:139,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.6517,17.6517,3.8116,17.4935,17.4935,3.7908,554.9252,1113.3825,0.0000,0.0000,-0.0014,-0.0049,-1.0000,0.0596,0.0112,-0.9982,-6.1017,7.0176,527.2111,-64.9723,2.7488,528.9061,667.3091,479.6601,933.0183,498.7790,-,-,-,-,-,-,-,-
96036,96036,1053440.444,11:42:44:156,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.6564,17.6564,3.8136,17.2432,17.2432,3.7878,556.4752,1114.0954,0.0000,0.0000,-0.0011,-0.0066,-1.0000,0.0598,0.0081,-0.9982,-6.1110,7.0173,526.9347,-64.9704,2.7481,528.8321,667.3601,479.6818,933.0484,498.8489,-,-,-,-,-,-,-,-
96037,96037,1053457.134,11:42:44:172,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.6915,17.6915,3.8162,17.2142,17.2142,3.7839,557.2737,1112.7798,0.0000,0.0000,-0.0018,-0.0034,-1.0000,0.0595,0.0078,-0.9982,-6.1148,7.0100,526.6661,-64.9573,2.7450,528.6880,667.4084,479.6273,933.0759,498.8669,-,-,-,-,-,-,-,-
96038,96038,1053473.824,11:42:44:189,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Fixation,Blink,1,1,17.6495,17.6495,3.8162,17.2751,17.2751,3.7831,558.8847,1112.7862,0.0000,0.0000,-0.0002,-0.0065,-1.0000,0.0596,0.0085,-0.9982,-6.1194,7.0035,526.3336,-64.9479,2.7412,528.5870,667.4107,479.7066,933.0870,498.8656,-,-,-,-,-,-,-,-
96039,96039,1053490.514,11:42:44:206,Trial001,VNVG151201b.avi,0.0,49072.29,TS,22,Cyan,91.4977,Eye,Saccade,Saccade,1,1,17.6854,17.6854,3.8180,17.2756,17.2756,3.7828,559.0596,1037.6278,515.1981,1044.5106,-0.0031,0.0317,-0.9995,0.0479,0.0508,-0.9976,-6.1974,7.2297,526.5451,-64.9701,3.0023,528.8993,667.8178,477.8408,933.2693,496.7552,-,-,-,-,-,-,-,-
