,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
17035,17035,7185638.516,14:45:59:000,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
17036,17036,7185641.691,14:45:59:003,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,-,-,-,-,13.1867,13.1867,3.6945,13.5632,13.5632,3.7208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.9405,1.4409,769.0101,54.7690,-2.6896,751.3966,750.7604,505.1613,525.8274,519.4870,-,-,-,-,-,-,-,-
17037,17037,7185661.565,14:45:59:023,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,-,-,-,-,13.0553,13.0553,3.6610,13.5093,13.5093,3.7065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.9313,1.4651,769.5936,54.7782,-2.6491,751.4543,750.8424,505.0442,525.5802,519.1934,-,-,-,-,-,-,-,-
17038,17038,7185681.453,14:45:59:043,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,-,-,-,-,13.2347,13.2347,3.7039,13.4862,13.4862,3.7017,694.2838,797.1598,694.2838,797.1598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.1524,2.0401,768.2131,54.3099,-2.0973,751.7768,752.6299,501.0469,528.0173,515.0608,-,-,-,-,-,-,-,-
17039,17039,7185708.013,14:45:59:069,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,Fixation,Fixation,1,1,13.1969,13.1969,3.6980,13.5656,13.5656,3.7200,631.3575,563.3653,631.3575,563.3653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.3203,2.3794,769.1437,53.9205,-1.5550,751.1769,753.5290,498.5449,529.5954,512.2679,-,-,-,-,-,-,-,-
17040,17040,7185721.203,14:45:59:083,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,Fixation,Fixation,1,1,13.4187,13.4187,3.7564,13.8182,13.8182,3.7927,620.6672,575.8127,620.6672,575.8127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.4527,2.3016,768.5904,54.1654,-1.8171,752.0538,753.6119,499.1454,529.5222,513.0071,-,-,-,-,-,-,-,-
17041,17041,7185741.131,14:45:59:103,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,Fixation,Fixation,1,1,13.4922,13.4922,3.7781,13.5815,13.5815,3.7257,620.3770,578.4496,620.3770,578.4496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.3899,2.3373,768.8709,54.2010,-1.8115,751.4366,753.5317,499.1299,529.0523,512.8500,-,-,-,-,-,-,-,-
17042,17042,7185760.945,14:45:59:122,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,Fixation,Fixation,1,1,13.4264,13.4264,3.7610,13.6268,13.6268,3.7462,612.9324,555.9022,612.9324,555.9022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.3911,2.3414,769.0914,54.4606,-1.7836,753.0898,753.5985,498.7996,528.7282,512.6094,-,-,-,-,-,-,-,-
17043,17043,7185817.403,14:45:59:179,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,Fixation,Fixation,1,1,13.4592,13.4592,3.7795,13.7869,13.7869,3.7871,607.5610,582.8121,607.5610,582.8121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.3557,2.5531,771.0137,54.5552,-1.5400,752.5919,753.3260,498.3515,528.3913,512.1877,-,-,-,-,-,-,-,-
17044,17044,7185866.282,14:45:59:228,Trial001,01vnvg151201b1.avi,0.0,48657.457,TC,44,DarkGray,85.8245,Eye,Saccade,Saccade,1,1,13.2968,13.2968,3.7298,13.6613,13.6613,3.7573,631.9589,533.9799,631.9589,533.9799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.1546,2.9318,770.0365,54.7050,-1.2335,753.4309,752.5626,496.6978,527.6108,510.6931,-,-,-,-,-,-,-,-
