,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
42357,42357,1221394.626,11:45:32:110,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4a42343bf6a344d6603b41701f95dcc0_1280x1024.jpg
42358,42358,1221408.137,11:45:32:124,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Blink,Blink,1,1,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
42359,42359,1221424.833,11:45:32:140,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Blink,Blink,1,1,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
42360,42360,1221441.528,11:45:32:157,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Blink,Blink,1,1,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
42361,42361,1221458.223,11:45:32:174,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Blink,Blink,1,1,554.7548,487.0649,0,0,-,-,-,-,-,-,-,-,-0.1119,0.3064,-0.9453,0,0,0,34.8841,13.7672,500.4025,0,0,0,474.797,438.2848,0,0,0,-,-,-,-,-,-,-,-
42362,42362,1221474.917,11:45:32:190,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Blink,Blink,1,1,585.9431,498.1876,0,0,-,-,-,-,-,-,-,-,-0.0703,0.2906,-0.9543,0,0,0,34.522,13.5674,496.6432,0,0,0,474.2916,439.0625,0,0,0,-,-,-,-,-,-,-,-
42363,42363,1221491.612,11:45:32:207,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Fixation,Blink,1,1,595.7347,500.7433,537.8144,501.4872,-,-,-,-,-,-,-,-,-0.0677,0.2877,-0.9553,-0.0194,0.2896,-0.9569,34.275,13.4302,492.7639,-25.1366,11.7452,487.4097,474.1192,439.2221,763.7944,446.6734,0,-,-,-,-,-,-,-,-
42364,42364,1221508.306,11:45:32:224,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Fixation,-,1,-,578.5087,505.156,541.4035,482.3288,-,-,-,-,-,-,-,-,-0.0835,0.2793,-0.9566,-0.0111,0.3024,-0.9531,34.2414,13.3547,491.0242,-25.1789,11.6946,487.795,474.0669,439.5349,763.7004,446.6671,0,-,-,-,-,-,-,-,-
42365,42365,1221525.001,11:45:32:240,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Fixation,-,1,-,562.7856,502.1676,533.8817,508.4657,-,-,-,-,-,-,-,-,-0.0998,0.2865,-0.9529,-0.0157,0.2889,-0.9572,34.5797,13.3759,493.7781,-25.2033,11.7447,488.2852,473.7467,439.668,763.8092,446.8116,0,-,-,-,-,-,-,-,-
42366,42366,1221541.696,11:45:32:257,Trial021,neutre visage gris.jpg,0,5992.23,22,Cyan,95.9576,Eye,Fixation,-,1,-,550.2571,500.2619,0,0,-,-,-,-,-,-,-,-,-0.108,0.2892,-0.9512,0,0,0,34.7551,13.4232,496.1378,0,0,0,473.8915,439.7202,0,0,0,-,-,-,-,-,-,-,-
