,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
8706,8706,1274565.771,14:32:16:443,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8 voc chien d.jpg
8707,8707,1274574.924,14:32:16:452,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.7689,2.9075,593.2859,285.6471,593.2859,285.6471,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8708,8708,1274594.812,14:32:16:472,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.7606,2.8674,604.5899,265.6500,604.5899,265.6500,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8709,8709,1274614.688,14:32:16:492,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.7810,2.7818,598.7385,260.0415,598.7385,260.0415,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8710,8710,1274634.572,14:32:16:512,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.7553,2.8260,600.3864,275.7440,600.3864,275.7440,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8711,8711,1274654.435,14:32:16:532,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.8451,2.7683,582.8501,279.7641,582.8501,279.7641,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8712,8712,1274674.345,14:32:16:552,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.8174,2.7959,587.9529,263.3983,587.9529,263.3983,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8713,8713,1274694.335,14:32:16:572,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.8133,2.8287,587.1933,256.9677,587.1933,256.9677,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8714,8714,1274714.209,14:32:16:591,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Fixation,Fixation,1,1,2.7331,2.8592,581.1112,249.2688,581.1112,249.2688,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
8715,8715,1274734.068,14:32:16:611,Trial009,09 voc chien d.jpg,0.0,2893.229,52,Cyan,100.0,Eye,Saccade,Saccade,1,1,2.6999,2.8429,590.9327,278.8595,590.9327,278.8595,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
