,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
19735,19735,5499545.72,13:34:00:392,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sophie sous l'eau joie vs triste.avi
19736,19736,5499548.978,13:34:00:395,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.4361,11.4361,2.6769,1350.7509,406.8010,-,-,-,-,0.0000,0.0000,0.0000,-11.9078,6.4145,640.8583,757.1055,478.8082,-,-,-,-,-,-,-,-
19737,19737,5499568.843,13:34:00:415,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.7488,11.7488,2.7479,1347.8104,412.0530,-,-,-,-,0.0000,0.0000,0.0000,-11.9672,6.4123,640.6617,757.4054,478.9463,-,-,-,-,-,-,-,-
19738,19738,5499588.838,13:34:00:435,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.6451,11.6451,2.7233,1342.6558,414.1810,-,-,-,-,0.0000,0.0000,0.0000,-11.9690,6.4133,640.4701,757.3965,478.6737,-,-,-,-,-,-,-,-
19739,19739,5499608.733,13:34:00:455,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.3905,11.3905,2.6644,1327.6996,421.3684,-,-,-,-,0.0000,0.0000,0.0000,-12.0420,6.4137,640.3679,757.7704,478.7162,-,-,-,-,-,-,-,-
19740,19740,5499628.593,13:34:00:475,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.3827,11.3827,2.6608,1347.5502,419.4978,-,-,-,-,0.0000,0.0000,0.0000,-12.0585,6.4179,639.9352,757.7129,478.7721,-,-,-,-,-,-,-,-
19741,19741,5499648.463,13:34:00:495,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.5444,11.5444,2.6972,1350.4945,423.2272,-,-,-,-,0.0000,0.0000,0.0000,-12.0813,6.4329,639.7763,757.8744,478.8326,-,-,-,-,-,-,-,-
19742,19742,5499668.347,13:34:00:515,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.5634,11.5634,2.7018,1350.4260,427.2786,-,-,-,-,0.0000,0.0000,0.0000,-12.1449,6.4231,639.8242,758.0944,478.9106,-,-,-,-,-,-,-,-
19743,19743,5499688.213,13:34:00:534,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.7969,11.7969,2.7553,1339.9175,428.3445,-,-,-,-,0.0000,0.0000,0.0000,-12.2339,6.3747,639.8099,758.4586,478.9993,-,-,-,-,-,-,-,-
19744,19744,5499708.09,13:34:00:554,Trial011,11 sophie sous l'eau joie vs triste.avi,0.0,15179.898,49,Crimson,98.6831,Eye,Fixation,1,11.5500,11.5500,2.6970,1343.2532,425.8508,-,-,-,-,0.0000,0.0000,0.0000,-12.3052,6.3470,639.4224,758.8239,478.9084,-,-,-,-,-,-,-,-
