,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
23028,23028,12642811.902,13:04:56:000,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
23029,23029,12642829.894,13:04:56:018,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Saccade,Saccade,1,1,17.7773,17.7773,3.7695,17.5927,17.5927,3.7376,468.1137,788.3370,468.1137,788.3370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5019,-35.2147,583.3662,47.4423,-32.0884,582.7281,746.2341,661.4226,506.7295,647.3449,-,-,-,-,-,-,-,-
23030,23030,12642849.786,13:04:56:038,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Saccade,Saccade,1,1,17.5170,17.5170,3.7194,17.0338,17.0338,3.6235,467.4441,786.0294,467.4441,786.0294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5285,-35.2733,584.0708,47.4684,-32.1238,583.2405,746.3604,661.6006,506.8243,647.0829,-,-,-,-,-,-,-,-
23031,23031,12642869.788,13:04:56:058,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Saccade,Saccade,1,1,17.5119,17.5119,3.7229,16.9307,16.9307,3.6047,466.3216,781.3109,466.3216,781.3109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5600,-35.3142,584.7869,47.5006,-32.1484,583.7037,746.4117,661.5798,506.9496,646.8605,-,-,-,-,-,-,-,-
23032,23032,12642891.737,13:04:56:080,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Saccade,Saccade,1,1,17.2642,17.2642,3.6765,17.1665,17.1665,3.6578,467.0635,768.7851,467.0635,768.7851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.5453,-35.2192,585.6842,47.5565,-31.9590,584.2736,746.4979,660.2607,506.5954,646.0936,-,-,-,-,-,-,-,-
23033,23033,12642909.545,13:04:56:098,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Saccade,Saccade,1,1,17.4308,17.4308,3.7137,17.0353,17.0353,3.6333,472.4074,569.0247,472.4074,569.0247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.3844,-34.7369,586.0575,47.6049,-31.5212,584.8007,745.5021,656.4777,506.3509,641.9740,-,-,-,-,-,-,-,-
23034,23034,12642930.803,13:04:56:119,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Saccade,Saccade,1,1,16.9285,16.9285,3.6101,16.8558,16.8558,3.5968,487.5250,364.6545,487.5250,364.6545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.2160,-34.3723,586.4296,47.7408,-31.1369,585.0359,744.5203,652.7497,505.5799,638.1342,-,-,-,-,-,-,-,-
23035,23035,12642949.29,13:04:56:137,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Fixation,Fixation,1,1,16.6647,16.6647,3.5578,16.6071,16.6071,3.5470,507.0311,282.4503,507.0311,282.4503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.0928,-34.2610,586.9689,47.8791,-31.0000,585.4647,743.6858,651.1557,505.1225,636.8413,-,-,-,-,-,-,-,-
23036,23036,12642974.739,13:04:56:163,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Fixation,Fixation,1,1,16.6177,16.6177,3.5488,17.0504,17.0504,3.6421,501.0792,287.5979,501.0792,287.5979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.0084,-34.2165,587.1323,48.0317,-30.9818,585.7088,743.5216,651.0369,504.6452,636.7935,-,-,-,-,-,-,-,-
23037,23037,12642989.03,13:04:56:177,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Fixation,Fixation,1,1,16.5701,16.5701,3.5407,17.2402,17.2402,3.6843,508.3073,289.0138,508.3073,289.0138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.9387,-34.2122,587.4639,48.1813,-30.9628,586.0367,743.0422,650.7543,504.1540,636.8739,-,-,-,-,-,-,-,-
23038,23038,12643008.92,13:04:56:197,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Fixation,Fixation,1,1,16.9603,16.9603,3.6243,17.5419,17.5419,3.7505,508.3151,288.0372,508.3151,288.0372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7873,-34.1924,587.6684,48.3414,-30.9808,586.4256,742.5422,650.5716,503.5318,636.8394,-,-,-,-,-,-,-,-
23039,23039,12643028.934,13:04:56:217,Trial001,01vnvg151201b1.avi,0.0,48823.705,TC,47,DarkOliveGreen,91.5949,Eye,Fixation,Fixation,1,1,16.7472,16.7472,3.5812,17.4819,17.4819,3.7391,511.6430,294.8282,511.6430,294.8282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7147,-34.1988,587.9708,48.4727,-30.9791,586.6226,742.2681,650.7516,502.9383,636.9430,-,-,-,-,-,-,-,-
