,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
1917,1917,5860785.689,14:24:10:000,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
1918,1918,5860798.487,14:24:10:013,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,11.3556,11.3556,2.7839,11.7239,11.7239,2.8974,-18.7664,508.1830,-18.7664,508.1830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.7244,-38.0516,669.8411,36.3425,-34.7838,675.1983,804.4980,651.4053,580.9468,637.0241,-,-,-,-,-,-,-,-
1919,1919,5860818.352,14:24:10:033,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,11.5341,11.5341,2.8268,11.6640,11.6640,2.8823,-19.4262,506.4641,-19.4262,506.4641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.5769,-38.0825,669.8228,36.5561,-34.8038,675.0559,803.5683,651.3501,580.3675,637.2482,-,-,-,-,-,-,-,-
1920,1920,5860838.364,14:24:10:053,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,11.2660,11.2660,2.7622,11.6281,11.6281,2.8757,-20.1121,501.6105,-20.1121,501.6105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.3570,-38.0760,669.8197,36.6850,-34.8872,675.5448,802.9966,651.3494,579.6784,637.1464,-,-,-,-,-,-,-,-
1921,1921,5860858.243,14:24:10:073,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,10.9251,10.9251,2.6819,11.4597,11.4597,2.8342,-16.6622,499.4262,-16.6622,499.4262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.2100,-38.1153,670.2511,36.8562,-34.8721,675.3905,802.3532,651.1888,578.8003,637.3004,-,-,-,-,-,-,-,-
1922,1922,5860878.114,14:24:10:092,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,11.4567,11.4567,2.8101,11.6037,11.6037,2.8715,-17.1658,500.8348,-17.1658,500.8348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.0363,-38.1536,670.2995,37.0952,-34.9538,675.9310,801.4234,651.4361,578.3060,637.5930,-,-,-,-,-,-,-,-
1923,1923,5860897.97,14:24:10:112,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,11.1309,11.1309,2.7306,11.4561,11.4561,2.8358,-14.5721,501.5088,-14.5721,501.5088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.8314,-38.1138,670.0551,37.2574,-34.9985,675.9570,800.8036,651.4964,577.5381,637.5614,-,-,-,-,-,-,-,-
1924,1924,5860917.844,14:24:10:132,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,11.0168,11.0168,2.7042,11.3884,11.3884,2.8218,-21.5465,502.5485,-21.5465,502.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.6397,-38.1321,670.3191,37.5290,-35.0121,676.5262,800.2999,651.4898,576.7905,637.6954,-,-,-,-,-,-,-,-
1925,1925,5860937.725,14:24:10:152,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,10.7667,10.7667,2.6478,11.4143,11.4143,2.8284,-21.2432,498.6626,-21.2432,498.6626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.4889,-38.1583,671.3004,37.6861,-35.0045,676.5914,799.6731,650.9347,576.1189,637.7226,-,-,-,-,-,-,-,-
1926,1926,5860957.608,14:24:10:172,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,10.8996,10.8996,2.6823,11.4981,11.4981,2.8491,-20.5731,496.1336,-20.5731,496.1336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-20.2985,-38.1465,671.9207,37.9006,-35.0071,676.6591,798.6810,650.8960,575.4282,637.5065,-,-,-,-,-,-,-,-
1927,1927,5860977.602,14:24:10:192,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Fixation,Fixation,1,1,10.9824,10.9824,2.7024,11.3392,11.3392,2.8112,-20.9125,491.6374,-20.9125,491.6374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-18.0063,-36.9830,672.0886,40.2015,-33.8830,676.7791,790.0713,646.4720,566.4977,633.0742,-,-,-,-,-,-,-,-
1928,1928,5860997.468,14:24:10:212,Trial001,01vnvg151201b1.avi,0.0,48823.275,TC,43,CornflowerBlue,65.6244,Eye,Saccade,Saccade,1,1,10.5159,10.5159,2.5898,11.1874,11.1874,2.7742,-11.2423,492.8661,-11.2423,492.8661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.8546,-37.9370,671.9740,38.3583,-34.7862,676.8186,796.7881,649.9673,573.2606,636.8750,-,-,-,-,-,-,-,-
