,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
14590,14590,2413587.2,13:47:46:945,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
14591,14591,2413596.2,13:47:46:954,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.2,15.2,3.8,14.2,14.2,3.6,632.4,316.4,654.5,359.1,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,57.3,-8.0,605.7,5.8,-12.9,615.2,413.0,537.6,617.7,556.6,0,-,-,-,-,-,-,-,-
14592,14592,2413612.8,13:47:46:971,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.0,15.0,3.8,14.3,14.3,3.6,632.3,316.0,654.6,357.7,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,57.7,-8.0,606.6,6.1,-12.7,616.2,411.6,537.6,616.6,555.9,0,-,-,-,-,-,-,-,-
14593,14593,2413629.5,13:47:46:987,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,14.9,14.9,3.8,14.4,14.4,3.6,630.2,317.2,654.6,354.9,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,58.0,-8.0,606.6,6.4,-12.5,615.7,410.3,537.6,615.3,555.2,0,-,-,-,-,-,-,-,-
14594,14594,2413646.2,13:47:47:004,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.1,15.1,3.8,14.3,14.3,3.6,630.9,318.4,656.1,357.5,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,58.3,-8.0,606.2,6.7,-12.4,615.3,409.0,537.6,614.3,554.8,0,-,-,-,-,-,-,-,-
14595,14595,2413662.9,13:47:47:021,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.0,15.0,3.8,14.4,14.4,3.6,630.8,318.8,655.9,356.4,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,58.6,-8.0,606.1,6.9,-12.3,615.2,407.9,537.6,613.3,554.5,0,-,-,-,-,-,-,-,-
14596,14596,2413679.6,13:47:47:037,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.2,15.2,3.8,14.3,14.3,3.6,631.2,320.1,655.7,358.0,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,58.8,-8.0,606.1,7.2,-12.3,615.1,406.9,537.7,612.3,554.3,0,-,-,-,-,-,-,-,-
14597,14597,2413696.3,13:47:47:054,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.1,15.1,3.8,14.3,14.3,3.6,632.3,318.9,655.5,357.2,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,59.1,-8.0,606.2,7.4,-12.2,615.7,405.7,537.6,611.5,553.9,0,-,-,-,-,-,-,-,-
14598,14598,2413713.0,13:47:47:071,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-
14599,14599,2413729.7,13:47:47:087,Trial018,VNVD151207.avi,0.0,49116.6,26,DarkCyan,86.2,Eye,Fixation,Fixation,1,1,15.0,15.0,3.8,14.2,14.2,3.6,630.2,319.9,657.9,357.5,-,-,-,-,-,-,-,-,0.0,0.3,-1.0,0.0,0.3,-1.0,59.5,-8.0,606.0,7.8,-12.0,616.6,404.2,537.6,610.0,553.3,0,-,-,-,-,-,-,-,-
