,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
15224,15224,5406979.914,13:32:27:827,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,bonbons triste vs joie.avi
15225,15225,5406987.767,13:32:27:835,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,14.7571,14.7571,3.5094,786.2553,339.1810,-,-,-,-,0.0000,0.0000,0.0000,-19.7726,9.2167,653.5656,791.5633,467.6284,-,-,-,-,-,-,-,-
15226,15226,5407007.646,13:32:27:855,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,14.8393,14.8393,3.5276,790.6966,334.4289,-,-,-,-,0.0000,0.0000,0.0000,-19.7575,9.2736,653.3607,791.5487,467.1815,-,-,-,-,-,-,-,-
15227,15227,5407027.536,13:32:27:875,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,15.1290,15.1290,3.5965,791.5325,360.8696,-,-,-,-,0.0000,0.0000,0.0000,-19.7452,9.3306,653.5408,791.5033,467.2230,-,-,-,-,-,-,-,-
15228,15228,5407047.399,13:32:27:894,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,14.6678,14.6678,3.4884,793.2868,367.4237,-,-,-,-,0.0000,0.0000,0.0000,-19.6981,9.3543,653.5538,791.1020,467.0144,-,-,-,-,-,-,-,-
15229,15229,5407067.404,13:32:27:914,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,14.9358,14.9358,3.5482,794.3094,373.1371,-,-,-,-,0.0000,0.0000,0.0000,-19.6356,9.3689,652.9967,791.2145,467.1737,-,-,-,-,-,-,-,-
15230,15230,5407087.293,13:32:27:934,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,15.1642,15.1642,3.5993,794.8921,377.4870,-,-,-,-,0.0000,0.0000,0.0000,-19.6074,9.3652,652.5612,791.0590,467.1709,-,-,-,-,-,-,-,-
15231,15231,5407107.149,13:32:27:954,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,15.1288,15.1288,3.5905,797.1435,386.2933,-,-,-,-,0.0000,0.0000,0.0000,-19.5807,9.3621,652.4600,791.0000,467.2901,-,-,-,-,-,-,-,-
15232,15232,5407127.025,13:32:27:974,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,15.1288,15.1288,3.5902,797.4834,387.7361,-,-,-,-,0.0000,0.0000,0.0000,-19.5758,9.3598,652.4035,791.0000,467.2901,-,-,-,-,-,-,-,-
15233,15233,5407146.888,13:32:27:994,Trial003,03 bonbons triste vs joie.avi,0.0,16795.615,49,Crimson,99.4307,Eye,Fixation,1,15.0133,15.0133,3.5644,796.6661,383.0191,-,-,-,-,0.0000,0.0000,0.0000,-19.5651,9.3400,652.6402,791.0836,467.3268,-,-,-,-,-,-,-,-
