,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
11652,11652,215314.104,11:04:03:404,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
11653,11653,215315.763,11:04:03:406,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11654,11654,215332.472,11:04:03:422,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11655,11655,215349.18,11:04:03:439,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11656,11656,215365.888,11:04:03:456,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11657,11657,215382.597,11:04:03:472,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11658,11658,215399.305,11:04:03:489,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11659,11659,215416.014,11:04:03:506,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11660,11660,215432.722,11:04:03:523,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11661,11661,215449.431,11:04:03:539,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11662,11662,215466.139,11:04:03:556,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11663,11663,215482.848,11:04:03:573,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11664,11664,215499.556,11:04:03:589,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11665,11665,215516.265,11:04:03:606,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11666,11666,215532.973,11:04:03:623,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11667,11667,215549.682,11:04:03:640,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11668,11668,215566.39,11:04:03:656,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11669,11669,215583.099,11:04:03:673,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
11670,11670,215599.807,11:04:03:690,Trial018,VNVD151207.avi,0,49126.558,25,DarkBlue,72.8052,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
