,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
9253,9253,3197029.534,12:56:03:213,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b joie triste.jpg
9254,9254,3197042.13,12:56:03:226,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.6249,13.6249,3.3759,634.6769,530.4047,White Space,,Local,7,0.0000,0.0000,0.0000,-95.9817,-84.5428,668.3745,1083.4403,829.6533,-,-,-,-,-,-,-,-
9255,9255,3197062.004,12:56:03:245,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.8528,13.8528,3.4309,634.3815,531.3413,White Space,,Local,7,0.0000,0.0000,0.0000,-95.9918,-84.5455,668.2651,1083.5238,829.7616,-,-,-,-,-,-,-,-
9256,9256,3197081.904,12:56:03:265,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,14.3472,14.3472,3.5505,635.3594,534.3243,White Space,,Local,7,0.0000,0.0000,0.0000,-96.0015,-84.4838,668.0731,1083.8928,829.9205,-,-,-,-,-,-,-,-
9257,9257,3197101.753,12:56:03:285,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,14.1041,14.1041,3.4926,639.6646,522.8463,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1057,-84.5259,668.3294,1083.9510,829.7793,-,-,-,-,-,-,-,-
9258,9258,3197121.628,12:56:03:305,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.7313,13.7313,3.4031,636.8428,516.9999,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1455,-84.5589,668.6073,1084.0999,829.4742,-,-,-,-,-,-,-,-
9259,9259,3197141.62,12:56:03:325,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.8807,13.8807,3.4410,631.3992,520.9578,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1894,-84.5769,668.9032,1084.1954,829.5199,-,-,-,-,-,-,-,-
9260,9260,3197161.488,12:56:03:345,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.7862,13.7862,3.4193,630.2426,528.7350,White Space,,Local,7,0.0000,0.0000,0.0000,-96.2298,-84.6340,669.1551,1084.2555,829.5809,-,-,-,-,-,-,-,-
9261,9261,3197181.374,12:56:03:365,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.6821,13.6821,3.3950,629.1597,526.3910,White Space,,Local,7,0.0000,0.0000,0.0000,-96.2638,-84.6640,669.3815,1084.3413,829.4516,-,-,-,-,-,-,-,-
9262,9262,3197201.241,12:56:03:385,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.5322,13.5322,3.3573,629.1087,524.2513,White Space,,Local,7,0.0000,0.0000,0.0000,-96.2547,-84.6617,669.1642,1084.3587,829.4309,-,-,-,-,-,-,-,-
9263,9263,3197221.114,12:56:03:405,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,14.0833,14.0833,3.4901,633.0212,525.7107,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1973,-84.6420,668.8155,1084.0639,829.7613,-,-,-,-,-,-,-,-
9264,9264,3197240.989,12:56:03:424,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.6018,13.6018,3.3710,634.5723,519.0199,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1507,-84.6220,668.5048,1083.9626,829.4701,-,-,-,-,-,-,-,-
9265,9265,3197260.858,12:56:03:444,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.6440,13.6440,3.3817,631.2915,517.8431,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1399,-84.6364,668.5883,1084.0938,829.4113,-,-,-,-,-,-,-,-
9266,9266,3197280.746,12:56:03:464,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.4906,13.4906,3.3447,631.8076,517.9465,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1510,-84.6460,668.6616,1083.9883,829.5496,-,-,-,-,-,-,-,-
9267,9267,3197300.744,12:56:03:484,Trial006,06 b joie triste.jpg,0.0,5979.753,41,CornflowerBlue,100.0,Eye,Fixation,1,13.6212,13.6212,3.3769,631.6101,514.8039,White Space,,Local,7,0.0000,0.0000,0.0000,-96.1625,-84.6556,668.7471,1083.9521,829.4659,-,-,-,-,-,-,-,-
