,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
49664,49664,982634.549,13:05:42:482,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 voc devant g.jpg
49665,49665,982645.097,13:05:42:493,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Saccade,Saccade,1,1,550.3392,343.6227,550.3392,343.6227,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.5405,-88.5327,787.2522,40.9914,-78.6983,786.5423,750.7072,794.1642,580.9023,762.3378,-,-,-,-,-,-,-,-
49666,49666,982664.98,13:05:42:512,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Saccade,Saccade,1,1,559.7119,267.6113,559.7119,267.6113,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.4228,-88.3812,786.7170,40.9580,-78.5168,785.3797,750.4938,793.2319,580.4108,761.7358,-,-,-,-,-,-,-,-
49667,49667,982684.868,13:05:42:532,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,567.4214,338.8295,567.4214,338.8295,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.4226,-88.2595,786.9553,40.9759,-78.4535,784.8954,750.3177,793.2763,580.3057,761.9615,-,-,-,-,-,-,-,-
49668,49668,982704.876,13:05:42:552,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,583.5694,331.1707,583.5694,331.1707,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.3852,-88.3272,787.5655,41.0264,-78.4688,784.9652,750.0822,793.1578,579.9605,761.9469,-,-,-,-,-,-,-,-
49669,49669,982724.728,13:05:42:572,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,572.8290,324.5194,572.8290,324.5194,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.3139,-88.3492,787.6913,41.1073,-78.4906,785.1127,749.9472,793.1160,579.9713,761.9045,-,-,-,-,-,-,-,-
49670,49670,982744.609,13:05:42:592,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,581.4056,324.8561,581.4056,324.8561,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.2237,-88.3596,787.8657,41.2153,-78.6165,786.0681,749.6687,793.0857,579.5927,762.0800,-,-,-,-,-,-,-,-
49671,49671,982764.493,13:05:42:612,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,589.6950,320.2067,589.6950,320.2067,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.1632,-88.2459,786.9614,41.2443,-78.5352,785.2067,749.4290,793.0304,579.2947,762.0018,-,-,-,-,-,-,-,-
49672,49672,982784.352,13:05:42:632,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,597.3335,321.3253,597.3335,321.3253,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.0802,-88.3269,787.5277,41.2703,-78.4691,784.7591,749.0434,793.2018,579.1166,761.8822,-,-,-,-,-,-,-,-
49673,49673,982804.237,13:05:42:652,Trial009,9 voc devant G.jpg,0.0,2894.749,35,ForestGreen,100.0,Eye,Fixation,Fixation,1,1,601.7370,317.5229,601.7370,317.5229,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.0838,-88.3961,788.1700,41.2662,-78.3946,784.3475,749.0552,793.1168,579.0277,761.8231,-,-,-,-,-,-,-,-
