,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
26333,26333,803528.995,14:34:40:392,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
26334,26334,803544.234,14:34:40:407,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26335,26335,803560.931,14:34:40:424,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26336,26336,803577.628,14:34:40:441,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26337,26337,803594.325,14:34:40:457,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26338,26338,803611.022,14:34:40:474,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26339,26339,803627.719,14:34:40:491,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26340,26340,803644.416,14:34:40:507,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26341,26341,803661.113,14:34:40:524,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26342,26342,803677.81,14:34:40:541,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26343,26343,803694.507,14:34:40:558,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26344,26344,803711.204,14:34:40:574,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26345,26345,803727.901,14:34:40:591,Trial018,VNVD151207.avi,0,49115.77,29,DarkGray,54.9722,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
