,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
12520,12520,6127761.088,14:28:29:000,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
12521,12521,6127765.312,14:28:29:004,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.7980,17.7980,4.3972,16.9594,16.9594,4.0898,674.8692,158.2702,674.8692,158.2702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.8496,-12.8436,676.7668,-14.8414,-1.2490,664.1727,1000.0306,550.7960,769.2098,506.2410,-,-,-,-,-,-,-,-
12522,12522,6127785.192,14:28:29:024,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.9432,17.9432,4.4331,16.6889,16.6889,4.0254,683.8788,147.4093,683.8788,147.4093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.8565,-12.8419,676.8366,-14.8148,-1.2227,664.1766,999.8886,550.6678,768.7005,505.8506,-,-,-,-,-,-,-,-
12523,12523,6127805.063,14:28:29:044,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.8277,17.8277,4.4046,16.8570,16.8570,4.0647,681.4956,166.4760,681.4956,166.4760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.7843,-12.6382,676.7958,-14.7185,-1.0722,664.0479,999.7430,550.3188,768.5689,505.5800,-,-,-,-,-,-,-,-
12524,12524,6127824.978,14:28:29:064,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.6040,17.6040,4.3517,16.4190,16.4190,3.9592,688.8231,149.6819,688.8231,149.6819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.8368,-12.5858,677.0630,-14.6682,-0.9788,663.8583,999.6372,549.8680,768.2376,504.8743,-,-,-,-,-,-,-,-
12525,12525,6127844.806,14:28:29:084,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.5578,17.5578,4.3421,16.6286,16.6286,4.0068,683.6866,160.7687,683.6866,160.7687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.7677,-12.4361,677.3375,-14.5937,-0.9133,663.4695,999.3189,549.6066,768.3642,504.7320,-,-,-,-,-,-,-,-
12526,12526,6127864.7,14:28:29:104,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.4455,17.4455,4.3156,16.5310,16.5310,3.9827,686.3176,155.5909,686.3176,155.5909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.7768,-12.4035,677.4892,-14.5277,-0.9058,663.3326,999.0986,549.2343,768.1457,504.7619,-,-,-,-,-,-,-,-
12527,12527,6127884.565,14:28:29:123,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.2250,17.2250,4.2604,16.7659,16.7659,4.0379,689.3805,156.5760,689.3805,156.5760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.6718,-12.3721,677.2815,-14.4420,-0.8589,663.2226,998.8933,549.0927,767.5476,504.7221,-,-,-,-,-,-,-,-
12528,12528,6127904.563,14:28:29:143,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.2094,17.2094,4.2585,16.4646,16.4646,3.9647,685.3154,164.5041,685.3154,164.5041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.6081,-12.3720,677.5958,-14.3336,-0.9102,662.9669,998.6330,549.3130,767.4163,505.0104,-,-,-,-,-,-,-,-
12529,12529,6127924.43,14:28:29:163,Trial001,01vnvg151201b1.avi,0.0,48820.61,TC,51,DarkCyan,87.9137,Eye,Fixation,Fixation,1,1,17.1137,17.1137,4.2382,15.8090,15.8090,3.8097,692.1181,153.9884,692.1181,153.9884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.6072,-12.3951,678.1091,-14.2798,-0.9359,663.1126,998.2625,549.1045,766.8808,504.7839,-,-,-,-,-,-,-,-
