,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
20500,20500,5514786.112,13:34:15:633,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b joie triste.jpg
20501,20501,5514805.123,13:34:15:652,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.9713,16.9713,3.9518,1279.3205,457.7443,White Space,,Local,7,0.0000,0.0000,0.0000,-2.5843,5.1895,641.4375,720.3088,484.2547,-,-,-,-,-,-,-,-
20502,20502,5514824.998,13:34:15:672,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.7449,16.7449,3.8981,1285.1114,462.7027,-,-,-,-,0.0000,0.0000,0.0000,-2.6150,5.1658,641.1708,720.3105,484.2204,-,-,-,-,-,-,-,-
20503,20503,5514844.924,13:34:15:692,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.7190,16.7190,3.8918,1300.4035,455.0459,-,-,-,-,0.0000,0.0000,0.0000,-2.6280,5.1400,641.1163,720.2947,484.2509,-,-,-,-,-,-,-,-
20504,20504,5514864.875,13:34:15:712,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.6458,16.6458,3.8741,1308.8469,456.6841,-,-,-,-,0.0000,0.0000,0.0000,-2.6332,5.1176,640.9824,720.3074,484.2841,-,-,-,-,-,-,-,-
20505,20505,5514884.747,13:34:15:732,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,17.0290,17.0290,3.9613,1294.1834,471.0127,-,-,-,-,0.0000,0.0000,0.0000,-2.6348,5.1155,640.8345,720.8422,484.5640,-,-,-,-,-,-,-,-
20506,20506,5514904.608,13:34:15:751,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.7410,16.7410,3.8917,1305.1630,465.6012,-,-,-,-,0.0000,0.0000,0.0000,-2.6840,5.1311,640.2698,720.7725,484.2557,-,-,-,-,-,-,-,-
20507,20507,5514924.492,13:34:15:771,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.5205,16.5205,3.8387,1307.4657,466.3407,-,-,-,-,0.0000,0.0000,0.0000,-2.7260,5.1538,639.8820,720.8769,484.2173,-,-,-,-,-,-,-,-
20508,20508,5514944.366,13:34:15:791,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.7290,16.7290,3.8838,1310.9025,470.2279,-,-,-,-,0.0000,0.0000,0.0000,-2.7743,5.1476,639.4298,720.9129,484.3231,-,-,-,-,-,-,-,-
20509,20509,5514964.24,13:34:15:811,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.6913,16.6913,3.8709,1313.2180,472.2276,-,-,-,-,0.0000,0.0000,0.0000,-2.7941,5.1273,638.7214,720.9549,484.3571,-,-,-,-,-,-,-,-
20510,20510,5514984.107,13:34:15:831,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.7050,16.7050,3.8699,1315.2690,471.0442,-,-,-,-,0.0000,0.0000,0.0000,-2.7901,5.1210,638.0426,720.9196,484.3821,-,-,-,-,-,-,-,-
20511,20511,5515003.989,13:34:15:851,Trial012,12 b joie triste - copie.jpg,0.0,5986.162,49,Crimson,100.0,Eye,Fixation,1,16.7090,16.7090,3.8679,1312.6585,472.1439,-,-,-,-,0.0000,0.0000,0.0000,-2.7335,5.0999,637.5590,720.9834,484.3688,-,-,-,-,-,-,-,-
