,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0,0,1134179.066,13:08:48:000,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,neutre2.avi
1,1,1134282.917,13:08:48:104,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Blink,1,0.0000,0.0000,4.0889,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
2,2,1134327.011,13:08:48:148,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Blink,1,0.0000,0.0000,4.0889,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
3,3,1134371.009,13:08:48:192,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Blink,1,0.0000,0.0000,4.0889,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
4,4,1134415.006,13:08:48:236,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Blink,1,0.0000,0.0000,4.0889,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
5,5,1134459.135,13:08:48:280,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Blink,1,0.0000,0.0000,4.0889,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
6,6,1134615.432,13:08:48:436,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Fixation,1,14.4505,14.4505,3.8853,697.8786,476.7228,-,-,-,-,0.0000,0.0000,0.0000,-38.0536,-28.5428,737.5760,847.6771,604.4230,-,-,-,-,-,-,-,-
7,7,1134635.31,13:08:48:456,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Fixation,1,14.4764,14.4764,3.8915,623.1101,483.4732,-,-,-,-,0.0000,0.0000,0.0000,-38.0479,-28.5390,737.4459,847.8973,604.9242,-,-,-,-,-,-,-,-
8,8,1134655.189,13:08:48:476,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Fixation,1,14.5366,14.5366,3.9076,633.8971,492.9107,-,-,-,-,0.0000,0.0000,0.0000,-38.0661,-28.5297,737.4746,847.7385,604.4412,-,-,-,-,-,-,-,-
9,9,1134675.047,13:08:48:496,Trial001,01 neutre2.avi,0.0,16293.755,11,Coral,65.5466,Eye,Fixation,1,14.3695,14.3695,3.8622,684.0058,497.1887,-,-,-,-,0.0000,0.0000,0.0000,-38.0315,-28.2488,737.2572,847.2614,603.8699,-,-,-,-,-,-,-,-
