,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
82809,82809,5126052.347,13:41:37:017,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,16.1095,16.1095,3.8206,15.5139,15.5139,3.6251,22.0562,389.3249,22.0562,389.3249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.1682,-77.5021,645.9546,-4.7834,-76.6294,638.3652,940.2535,813.4907,738.1962,812.2199,-,-,-,-,-,-,-,-
82810,82810,5126072.235,13:41:37:037,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,16.2162,16.2162,3.8423,15.3488,15.3488,3.5850,5.5573,399.1951,5.5573,399.1951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.1732,-77.5488,645.3858,-4.5946,-76.4974,638.0247,940.3722,814.1309,738.4622,812.6840,-,-,-,-,-,-,-,-
82811,82811,5126092.111,13:41:37:057,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,16.2274,16.2274,3.8416,15.5333,15.5333,3.6243,5.9855,401.4368,5.9855,401.4368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.1286,-77.5704,644.8155,-4.6384,-76.5428,637.4420,940.6367,814.4077,738.5150,813.2339,-,-,-,-,-,-,-,-
82812,82812,5126112.114,13:41:37:077,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,16.1051,16.1051,3.8099,15.6806,15.6806,3.6569,7.1364,400.6773,7.1364,400.6773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.1555,-77.6759,644.2719,-4.6565,-76.6833,637.1983,940.9365,814.8676,738.5305,813.9288,-,-,-,-,-,-,-,-
82813,82813,5126131.978,13:41:37:097,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,16.3071,16.3071,3.8550,15.2868,15.2868,3.5639,11.4339,398.4288,11.4339,398.4288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.1874,-77.7909,643.8972,-4.6677,-76.7450,636.7503,940.7351,815.4485,738.7928,814.1371,-,-,-,-,-,-,-,-
82814,82814,5126151.843,13:41:37:117,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,15.6956,15.6956,3.7086,15.7358,15.7358,3.6663,9.5420,400.7085,9.5420,400.7085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.1273,-77.7529,643.2563,-4.6877,-76.8248,636.6034,941.0995,815.5800,738.7433,814.8537,-,-,-,-,-,-,-,-
82815,82815,5126171.72,13:41:37:137,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,15.7874,15.7874,3.7260,15.3262,15.3262,3.5720,7.6126,402.8864,7.6126,402.8864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.0755,-77.6738,642.5634,-4.7223,-76.8260,636.5663,941.2832,815.8620,738.9165,814.8488,-,-,-,-,-,-,-,-
82816,82816,5126191.594,13:41:37:157,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,16.0883,16.0883,3.7923,15.4053,15.4053,3.5879,6.6265,401.7771,6.6265,401.7771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.0899,-77.6600,641.9079,-4.7481,-76.7920,636.1564,941.4287,816.0432,739.2124,814.6344,-,-,-,-,-,-,-,-
82817,82817,5126211.463,13:41:37:176,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Fixation,Fixation,1,1,15.8486,15.8486,3.7372,15.3051,15.3051,3.5636,5.3785,401.1791,5.3785,401.1791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.0955,-79.6017,641.6108,-6.7571,-78.7223,635.6715,949.5289,823.7648,747.2785,822.8025,-,-,-,-,-,-,-,-
82818,82818,5126231.469,13:41:37:197,Trial001,01vnvg151201b1.avi,0.0,48819.815,TS,13,DarkTurquoise,55.5102,Eye,Saccade,Saccade,1,1,15.6328,15.6328,3.6818,15.7156,15.7156,3.6594,18.7447,402.9474,18.7447,402.9474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-54.9887,-77.4917,641.1236,-4.7279,-76.7780,636.2126,941.2383,815.5954,738.3924,814.8682,-,-,-,-,-,-,-,-
