,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
66418,66418,7913275.765,16:52:36:619,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8 voc chien g.jpg
66419,66419,7913292.798,16:52:36:636,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,688.4615,329.1236,688.4615,329.1236,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.1296,-42.7798,593.1018,17.2293,-46.1996,589.0152,875.6406,686.1634,638.7649,702.6787,-,-,-,-,-,-,-,-
66420,66420,7913312.671,16:52:36:656,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,687.4026,324.5310,687.4026,324.5310,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.1297,-42.7807,593.1368,17.2431,-46.2056,589.0780,875.6958,686.0572,638.7015,702.2399,-,-,-,-,-,-,-,-
66421,66421,7913332.541,16:52:36:676,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,688.8668,326.8977,688.8668,326.8977,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.1183,-42.7703,593.0914,17.2591,-46.2025,589.1638,875.5872,686.2593,638.6957,702.1704,-,-,-,-,-,-,-,-
66422,66422,7913352.431,16:52:36:696,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,689.9933,330.6100,689.9933,330.6100,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.0904,-42.7361,592.9470,17.2680,-46.1962,589.2761,875.5373,686.2700,638.5425,702.2738,-,-,-,-,-,-,-,-
66423,66423,7913372.427,16:52:36:716,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,690.4599,329.5789,690.4599,329.5789,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.0691,-42.7289,593.1406,17.3002,-46.2042,589.4307,875.5054,685.9503,638.2985,702.2399,-,-,-,-,-,-,-,-
66424,66424,7913392.291,16:52:36:736,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,690.3713,328.2273,690.3713,328.2273,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.0507,-42.7321,593.1948,17.3153,-46.2327,589.3019,875.2874,685.9003,638.3356,702.2887,-,-,-,-,-,-,-,-
66425,66425,7913412.171,16:52:36:755,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,691.3496,329.9173,691.3496,329.9173,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.0507,-42.7364,593.2773,17.3336,-46.2433,589.2740,875.2026,685.9187,638.3583,702.5346,-,-,-,-,-,-,-,-
66426,66426,7913432.045,16:52:36:775,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,692.0630,329.3701,692.0630,329.3701,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.0027,-42.7091,593.0218,17.3826,-46.2766,589.5886,875.1726,685.8360,638.0796,702.5579,-,-,-,-,-,-,-,-
66427,66427,7913451.921,16:52:36:795,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,693.2414,331.4197,693.2414,331.4197,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.9590,-42.6392,593.0753,17.4214,-46.2463,589.4081,874.8732,685.8346,637.9001,702.4174,-,-,-,-,-,-,-,-
66428,66428,7913471.798,16:52:36:815,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,694.1551,336.2631,694.1551,336.2631,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.9198,-42.6240,593.1835,17.4450,-46.2012,589.2158,874.6647,685.9494,637.8970,702.4605,-,-,-,-,-,-,-,-
66429,66429,7913491.673,16:52:36:835,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,691.2666,328.9241,691.2666,328.9241,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.8051,-42.8154,594.2265,17.5004,-46.1815,589.4296,874.5258,685.6283,637.3822,702.2043,-,-,-,-,-,-,-,-
66430,66430,7913511.576,16:52:36:855,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,691.1404,336.7356,691.1404,336.7356,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.8436,-42.6689,594.4565,17.6095,-46.1830,589.4957,874.2852,685.6236,637.0535,702.3717,-,-,-,-,-,-,-,-
66431,66431,7913531.554,16:52:36:875,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,692.2471,334.2201,692.2471,334.2201,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7830,-42.6598,594.3602,17.6510,-46.1541,589.2864,873.8021,685.5127,636.8832,702.0114,-,-,-,-,-,-,-,-
66432,66432,7913551.517,16:52:36:895,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,695.5194,333.7217,695.5194,333.7217,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7430,-42.6373,594.3244,17.6712,-46.1259,589.0910,873.5677,685.4981,636.4736,701.7817,-,-,-,-,-,-,-,-
66433,66433,7913571.301,16:52:36:915,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,694.3254,333.7607,694.3254,333.7607,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7242,-42.6536,594.4955,17.7013,-46.1205,589.0438,873.5632,685.5223,636.5837,701.8382,-,-,-,-,-,-,-,-
66434,66434,7913591.17,16:52:36:934,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,696.3500,333.7105,696.3500,333.7105,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.6826,-42.6384,594.4555,17.7447,-46.1297,589.1129,873.2827,685.1393,636.3053,702.1425,-,-,-,-,-,-,-,-
66435,66435,7913611.032,16:52:36:954,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,694.6143,339.4504,694.6143,339.4504,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.6659,-42.6421,594.5510,17.7869,-46.1776,589.5027,873.3655,685.4519,636.3024,702.3316,-,-,-,-,-,-,-,-
66436,66436,7913630.915,16:52:36:974,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,692.4420,338.4078,692.4420,338.4078,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.6463,-42.6542,594.6390,17.8127,-46.1985,589.5973,873.3641,685.5256,636.2976,702.0906,-,-,-,-,-,-,-,-
66437,66437,7913650.79,16:52:36:994,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,670.5474,350.0990,670.5474,350.0990,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7498,-42.6924,594.4786,17.6800,-46.2550,589.3784,874.3119,686.0650,637.3223,702.8251,-,-,-,-,-,-,-,-
66438,66438,7913670.786,16:52:37:014,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,669.0903,355.7486,669.0903,355.7486,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7422,-42.6924,594.3285,17.6687,-46.2592,589.1228,874.2366,686.0060,637.2236,703.0469,-,-,-,-,-,-,-,-
66439,66439,7913690.654,16:52:37:034,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,657.5299,355.5658,657.5299,355.5658,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7225,-42.6900,594.1143,17.6667,-46.2533,588.9191,874.2752,686.1284,637.3177,702.8699,-,-,-,-,-,-,-,-
66440,66440,7913710.532,16:52:37:054,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,650.6634,363.9050,650.6634,363.9050,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7126,-42.6781,593.9118,17.6519,-46.2736,588.6469,874.2622,686.0489,637.4313,703.3774,-,-,-,-,-,-,-,-
66441,66441,7913730.412,16:52:37:074,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,1,1,645.2817,368.0325,645.2817,368.0325,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7366,-42.6994,593.9585,17.6306,-46.2690,588.3788,874.3979,686.1302,637.5000,703.4601,-,-,-,-,-,-,-,-
66442,66442,7913750.286,16:52:37:094,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Saccade,Saccade,1,1,643.9234,370.2115,643.9234,370.2115,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7825,-42.6860,593.8905,17.6077,-46.2752,588.1526,874.5745,686.0833,637.5499,703.5144,-,-,-,-,-,-,-,-
66443,66443,7913770.155,16:52:37:113,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,2,2,637.8997,367.6508,637.8997,367.6508,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.7885,-42.6808,593.7576,17.5685,-46.2642,588.5063,874.8423,686.1853,637.8468,702.9910,-,-,-,-,-,-,-,-
66444,66444,7913790.038,16:52:37:133,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,2,2,631.7919,351.3222,631.7919,351.3222,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.8393,-42.8551,594.7777,17.4637,-46.2242,588.4755,875.1365,685.6212,638.1420,703.0021,-,-,-,-,-,-,-,-
66445,66445,7913809.904,16:52:37:153,Trial008,8 voc chien G.jpg,0.0,2881.237,30,Khaki,100.0,Eye,Fixation,Fixation,2,2,636.4013,374.1213,636.4013,374.1213,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-37.0026,-42.7112,594.6696,17.4030,-46.1664,588.1872,875.3414,685.9595,638.4355,703.1152,-,-,-,-,-,-,-,-
