,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
21644,21644,5538823.133,13:34:39:670,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a triste joie.jpg
21645,21645,5538829.902,13:34:39:677,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.7770,15.7770,3.6404,638.4289,550.5379,White Space,,Local,7,0.0000,0.0000,0.0000,-13.3637,3.1663,634.9199,769.4509,491.9878,-,-,-,-,-,-,-,-
21646,21646,5538849.783,13:34:39:697,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.9915,15.9915,3.6907,637.3697,536.2491,White Space,,Local,7,0.0000,0.0000,0.0000,-13.2559,3.1372,635.1711,768.9524,492.2587,-,-,-,-,-,-,-,-
21647,21647,5538869.657,13:34:39:717,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.7054,15.7054,3.6248,632.9466,550.7706,White Space,,Local,7,0.0000,0.0000,0.0000,-13.2027,3.0174,635.0441,768.7379,492.4774,-,-,-,-,-,-,-,-
21648,21648,5538889.538,13:34:39:736,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,16.1828,16.1828,3.7350,634.6426,546.1541,White Space,,Local,7,0.0000,0.0000,0.0000,-13.2460,2.7945,635.2995,768.9211,493.8258,-,-,-,-,-,-,-,-
21649,21649,5538909.401,13:34:39:756,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.6674,15.6674,3.6120,629.7841,540.0095,White Space,,Local,7,0.0000,0.0000,0.0000,-13.2762,2.5138,634.3143,769.4156,494.3950,-,-,-,-,-,-,-,-
21650,21650,5538929.279,13:34:39:776,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.8180,15.8180,3.6458,631.7677,547.2372,White Space,,Local,7,0.0000,0.0000,0.0000,-13.5764,2.3478,634.2336,770.3344,495.2824,-,-,-,-,-,-,-,-
21651,21651,5538949.149,13:34:39:796,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.9048,15.9048,3.6662,630.3619,545.7213,White Space,,Local,7,0.0000,0.0000,0.0000,-13.8710,2.1761,634.3394,771.6937,496.0435,-,-,-,-,-,-,-,-
21652,21652,5538969.145,13:34:39:816,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,15.9535,15.9535,3.6795,631.8394,541.7874,White Space,,Local,7,0.0000,0.0000,0.0000,-14.2307,2.0662,634.7154,772.8314,496.4909,-,-,-,-,-,-,-,-
21653,21653,5538989.025,13:34:39:836,Trial014,14 a triste joie - copie.jpg,0.0,5993.804,49,Crimson,100.0,Eye,Fixation,1,16.2065,16.2065,3.7375,631.3783,548.8841,White Space,,Local,7,0.0000,0.0000,0.0000,-14.5464,2.0220,634.7791,774.0568,496.9489,-,-,-,-,-,-,-,-
