,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
48366,48366,649324.318,12:40:29:027,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17 voc devant d.jpg
48367,48367,649325.988,12:40:29:029,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.3258,24.9083,575.9072,32.0555,28.5704,613.8704,804.9848,411.8939,0.0000,0.0000,-,-,-,-,-,-,-,-
48368,48368,649345.86,12:40:29:049,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.3258,24.9083,575.9072,32.0555,28.5704,613.8704,805.5622,413.9900,0.0000,0.0000,-,-,-,-,-,-,-,-
48369,48369,649365.862,12:40:29:069,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.3258,24.9083,575.9072,32.0555,28.5704,613.8704,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
48370,48370,649385.754,12:40:29:088,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.1905,25.5339,577.7005,31.7852,29.0722,613.7660,794.1678,407.0743,594.0000,391.0000,-,-,-,-,-,-,-,-
48371,48371,649405.611,12:40:29:108,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Blink,Blink,1,1,168.2610,1106.6523,168.2610,1106.6523,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.2877,25.6387,579.5962,31.7275,29.2011,614.0459,790.8326,395.9402,573.0928,387.0626,-,-,-,-,-,-,-,-
48372,48372,649425.47,12:40:29:128,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Saccade,Saccade,1,1,684.2381,556.4989,684.2381,556.4989,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.3250,25.8862,581.0541,31.7180,29.4287,614.3209,784.2318,390.4062,580.6963,378.6268,-,-,-,-,-,-,-,-
48373,48373,649445.349,12:40:29:148,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Fixation,Fixation,1,1,669.6638,446.0924,669.6638,446.0924,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.2625,26.1572,582.4515,31.7357,29.6810,614.5522,784.1524,386.8635,580.9142,377.4539,-,-,-,-,-,-,-,-
48374,48374,649465.22,12:40:29:168,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Fixation,Fixation,1,1,659.0636,433.5207,659.0636,433.5207,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.2074,26.4235,583.9225,31.8600,30.0264,614.8147,783.7458,385.3897,580.7147,376.1289,-,-,-,-,-,-,-,-
48375,48375,649485.1,12:40:29:188,Trial017,17 voc devant D.jpg,0.0,2886.237,32,Firebrick,97.7051,Eye,Fixation,Fixation,1,1,659.7812,426.5124,659.7812,426.5124,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.1174,26.7211,585.3409,31.8774,30.3237,615.0213,783.0408,384.2373,580.6098,374.9355,-,-,-,-,-,-,-,-
