,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
14590,14590,2413587.221,13:47:46:945,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
14591,14591,2413596.156,13:47:46:954,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.2065,15.2065,3.7726,632.369,316.3601,-,-,-,-,-0.0004,0.2963,-0.9551,57.2566,-8.0481,605.6893,412.9628,537.6235,0,-,-,-,-,-,-,-,-
14592,14592,2413612.849,13:47:46:971,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,14.9606,14.9606,3.7676,632.2641,315.9512,-,-,-,-,0.0043,0.2943,-0.9557,57.6546,-8.0369,606.556,411.6241,537.5793,0,-,-,-,-,-,-,-,-
14593,14593,2413629.542,13:47:46:987,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,14.9082,14.9082,3.7611,630.1854,317.249,-,-,-,-,-0.0029,0.2913,-0.9566,58.0191,-8.0268,606.5727,410.3275,537.5966,0,-,-,-,-,-,-,-,-
14594,14594,2413646.235,13:47:47:004,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.13,15.13,3.7655,630.8692,318.4441,-,-,-,-,0.0011,0.2918,-0.9565,58.289,-8.0273,606.2113,409.0454,537.6052,0,-,-,-,-,-,-,-,-
14595,14595,2413662.927,13:47:47:021,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.0128,15.0128,3.7636,630.79,318.8458,-,-,-,-,0.0021,0.2949,-0.9555,58.5617,-8.0325,606.0567,407.8912,537.572,0,-,-,-,-,-,-,-,-
14596,14596,2413679.62,13:47:47:037,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.2236,15.2236,3.7718,631.1547,320.1041,-,-,-,-,-0.0009,0.2889,-0.9573,58.8422,-8.0391,606.1263,406.8627,537.7115,0,-,-,-,-,-,-,-,-
14597,14597,2413696.313,13:47:47:054,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.0947,15.0947,3.7727,632.2636,318.9054,-,-,-,-,0.0046,0.2954,-0.9554,59.108,-8.0386,606.2064,405.741,537.58,0,-,-,-,-,-,-,-,-
14598,14598,2413713.006,13:47:47:071,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
14599,14599,2413729.698,13:47:47:087,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.0078,15.0078,3.7694,630.2163,319.9461,-,-,-,-,-0.0085,0.2918,-0.9564,59.5371,-8.0263,606.037,404.2302,537.6094,0,-,-,-,-,-,-,-,-
14600,14600,2413746.391,13:47:47:104,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.0285,15.0285,3.769,630.9552,319.6635,-,-,-,-,-0.0014,0.2945,-0.9556,59.8224,-8.0225,607.2783,403.4532,537.4874,0,-,-,-,-,-,-,-,-
14601,14601,2413763.084,13:47:47:121,Trial018,VNVD151207.avi,0,49116.593,26,Cyan,86.1555,Eye,Fixation,1,15.0572,15.0572,3.77,629.6832,318.2623,-,-,-,-,-0.0029,0.2991,-0.9542,59.9594,-7.9938,607.2147,402.9186,537.2886,0,-,-,-,-,-,-,-,-
