,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
61996,61996,1051485.687,12:05:42:435,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0a574db0baf466c1a090ffa8652335d1_1280x1024.jpg
61997,61997,1051497.731,12:05:42:447,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,134.0486,335.3928,133.072,353.895,-,-,-,-,-,-,-,-,-0.0918,0.3694,-0.9247,-0.1322,0.3736,-0.9181,-10.1278,-75.5637,622.4726,-58.6663,-83.6551,625.8882,680.1967,795.3545,866.484,824.6584,0,-,-,-,-,-,-,-,-
61998,61998,1051514.558,12:05:42:464,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,134.2399,337.2922,135.4765,353.9478,-,-,-,-,-,-,-,-,-0.0899,0.3617,-0.928,-0.125,0.3764,-0.918,-10.1309,-75.6405,622.6669,-58.6501,-83.7135,625.6365,680.1619,795.7139,866.3787,824.9564,0,-,-,-,-,-,-,-,-
61999,61999,1051531.385,12:05:42:481,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,134.1397,339.0429,135.8042,354.5215,-,-,-,-,-,-,-,-,-0.0897,0.3587,-0.9291,-0.1294,0.3774,-0.917,-10.1496,-75.6641,622.156,-58.6511,-83.7795,625.271,680.2642,796.0983,866.5962,825.3725,0,-,-,-,-,-,-,-,-
62000,62000,1051548.212,12:05:42:498,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,134.0899,336.1527,137.6031,356.0922,-,-,-,-,-,-,-,-,-0.0942,0.367,-0.9254,-0.1266,0.3754,-0.9182,-10.1935,-75.8006,622.2093,-58.5507,-83.7023,623.9079,680.5134,796.4345,866.6599,825.8067,0,-,-,-,-,-,-,-,-
62001,62001,1051565.039,12:05:42:514,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,134.1228,341.5153,139.9283,358.9559,-,-,-,-,-,-,-,-,-0.0908,0.356,-0.93,-0.1219,0.3731,-0.9197,-10.2166,-75.7529,621.2795,-58.5967,-83.8142,623.7607,680.6,796.8978,866.806,826.3591,0,-,-,-,-,-,-,-,-
62002,62002,1051581.866,12:05:42:531,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,134.6262,340.2172,140.5987,359.8295,-,-,-,-,-,-,-,-,-0.0909,0.3619,-0.9278,-0.1254,0.3751,-0.9185,-10.2825,-75.9176,621.6496,-58.7541,-84.0537,624.6198,680.8324,797.2446,867.1574,826.8,0,-,-,-,-,-,-,-,-
62003,62003,1051598.693,12:05:42:548,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,135.807,338.4423,141.2972,360.8305,-,-,-,-,-,-,-,-,-0.0885,0.3641,-0.9271,-0.1238,0.3772,-0.9178,-10.3561,-76.0673,621.9211,-58.7914,-84.1592,624.2099,681.0519,797.6532,867.4194,827.3731,0,-,-,-,-,-,-,-,-
62004,62004,1051615.52,12:05:42:565,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,136.1694,339.6468,143.5736,364.452,-,-,-,-,-,-,-,-,-0.0898,0.3617,-0.928,-0.121,0.3708,-0.9208,-10.4109,-76.0612,621.2848,-58.7474,-84.0938,622.9015,681.33,797.9727,867.6849,827.9187,0,-,-,-,-,-,-,-,-
62005,62005,1051632.347,12:05:42:582,Trial010,9 voc devant D.png,0,2898.097,30,DimGray,83.3881,Eye,Fixation,Fixation,1,1,137.8926,339.4633,148.3322,364.7152,-,-,-,-,-,-,-,-,-0.0861,0.3657,-0.9267,-0.1147,0.3777,-0.9188,-10.5022,-76.1841,621.2727,-58.8231,-84.191,622.5641,681.6135,798.3739,867.9784,828.3297,0,-,-,-,-,-,-,-,-
