,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
103154,103154,1760455.027,13:36:53:814,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81253c30cfbaa6c85caec3e60c0f192a.avi
103155,103155,1760463.723,13:36:53:823,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
103156,103156,1760463.723,13:36:53:823,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
103157,103157,1760480.415,13:36:53:839,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
103158,103158,1760497.106,13:36:53:856,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,13.9584,13.9584,3.9296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3455,-0.0423,-0.9375,0.0000,0.0000,0.0000,69.5026,-42.7104,553.4682,0.0000,0.0000,0.0000,345.6803,697.4348,0.0000,0.0000,-,-,-,-,-,-,-,-
103159,103159,1760513.797,13:36:53:873,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,17.2981,17.2981,3.9370,0.0000,0.0000,0.0000,-52.1672,1107.9179,0.0000,0.0000,-0.3319,0.0108,-0.9433,0.0000,0.0000,0.0000,66.8936,-41.0808,553.2710,0.0000,0.0000,0.0000,356.5768,689.3238,0.0000,0.0000,-,-,-,-,-,-,-,-
103160,103160,1760530.489,13:36:53:889,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,17.6088,17.6088,3.9533,0.0000,0.0000,0.0000,-42.3976,1104.1092,0.0000,0.0000,-0.3226,0.0172,-0.9464,0.0000,0.0000,0.0000,63.9295,-39.3313,551.5931,0.0000,0.0000,0.0000,368.3898,682.1324,0.0000,0.0000,-,-,-,-,-,-,-,-
103161,103161,1760547.18,13:36:53:906,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,-,Blink,-,1,17.2169,17.2169,3.9453,0.0000,0.0000,0.0000,-37.2395,1107.7999,0.0000,0.0000,-0.3174,0.0072,-0.9483,0.0000,0.0000,0.0000,60.5752,-37.5989,548.1879,0.0000,0.0000,0.0000,381.2514,675.8392,0.0000,0.0000,-,-,-,-,-,-,-,-
103162,103162,1760563.871,13:36:53:923,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
103163,103163,1760580.563,13:36:53:940,Trial001,VNVG151201b.avi,0.0,49081.774,TS,26,Cyan,47.8114,Eye,Blink,Fixation,1,1,0.0000,0.0000,0.0000,16.9846,16.9846,3.8267,0.0000,0.0000,276.5008,1003.1428,0.0000,0.0000,0.0000,-0.3187,0.0378,-0.9471,0.0000,0.0000,0.0000,50.9109,-32.8313,516.9989,0.0000,0.0000,410.4180,663.0222,-,-,-,-,-,-,-,-
