,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
51676,51676,8339810.914,09:40:08:781,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4 tete chien d.jpg
51677,51677,8339845.6,09:40:08:816,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51678,51678,8339889.607,09:40:08:860,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51679,51679,8339933.617,09:40:08:904,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51680,51680,8339977.739,09:40:08:948,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51681,51681,8340021.763,09:40:08:992,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51682,51682,8340065.739,09:40:09:036,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51683,51683,8340109.72,09:40:09:080,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51684,51684,8340153.85,09:40:09:124,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51685,51685,8340197.852,09:40:09:168,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51686,51686,8340241.851,09:40:09:212,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51687,51687,8340285.971,09:40:09:256,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51688,51688,8340329.972,09:40:09:300,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51689,51689,8340373.967,09:40:09:344,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51690,51690,8340418.099,09:40:09:388,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51691,51691,8340462.096,09:40:09:432,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51692,51692,8340506.097,09:40:09:476,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51693,51693,8340550.224,09:40:09:520,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51694,51694,8340594.22,09:40:09:564,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51695,51695,8340638.223,09:40:09:608,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51696,51696,8340682.343,09:40:09:652,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51697,51697,8340726.335,09:40:09:696,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51698,51698,8340770.343,09:40:09:740,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51699,51699,8340814.465,09:40:09:785,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51700,51700,8340971.763,09:40:09:942,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51701,51701,8341113.333,09:40:10:083,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51702,51702,8341157.459,09:40:10:128,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51703,51703,8341201.461,09:40:10:172,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51704,51704,8341245.462,09:40:10:216,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51705,51705,8341402.381,09:40:10:372,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51706,51706,8341422.248,09:40:10:392,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51707,51707,8341442.132,09:40:10:412,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51708,51708,8341462.002,09:40:10:432,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51709,51709,8341481.87,09:40:10:452,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51710,51710,8341501.755,09:40:10:472,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51711,51711,8341521.626,09:40:10:492,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51712,51712,8341664.2,09:40:10:634,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51713,51713,8341708.206,09:40:10:678,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51714,51714,8341752.202,09:40:10:722,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51715,51715,8341796.339,09:40:10:766,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51716,51716,8341840.328,09:40:10:810,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51717,51717,8341884.327,09:40:10:854,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51718,51718,8341928.452,09:40:10:899,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51719,51719,8341972.451,09:40:10:943,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51720,51720,8342016.449,09:40:10:987,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51721,51721,8342060.576,09:40:11:031,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51722,51722,8342104.575,09:40:11:075,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51723,51723,8342148.572,09:40:11:119,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51724,51724,8342192.719,09:40:11:163,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51725,51725,8342236.696,09:40:11:207,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51726,51726,8342280.696,09:40:11:251,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51727,51727,8342324.824,09:40:11:295,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51728,51728,8342368.822,09:40:11:339,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51729,51729,8342525.491,09:40:11:496,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
51730,51730,8342667.061,09:40:11:637,Trial005,05 tete chien d.jpg,0.0,2856.147,21,Gray,0.0,Eye,-,Blink,-,1,3.5466,3.8824,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
