,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
19432,19432,5493044.508,13:33:53:891,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a joie triste.jpg
19433,19433,5493044.797,13:33:53:891,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.1290,13.1290,3.0742,639.4134,480.4709,White Space,,Local,7,0.0000,0.0000,0.0000,-18.9339,5.9998,642.4296,790.8269,480.4567,-,-,-,-,-,-,-,-
19434,19434,5493064.679,13:33:53:911,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.0981,13.0981,3.0685,638.3110,478.6601,White Space,,Local,7,0.0000,0.0000,0.0000,-18.9584,5.9738,642.7226,791.0210,480.4014,-,-,-,-,-,-,-,-
19435,19435,5493084.557,13:33:53:931,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.1674,13.1674,3.0873,637.7245,481.6616,White Space,,Local,7,0.0000,0.0000,0.0000,-19.0293,6.0198,643.3029,791.2289,480.3804,-,-,-,-,-,-,-,-
19436,19436,5493104.476,13:33:53:951,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.2688,13.2688,3.1130,636.4499,472.4678,White Space,,Local,7,0.0000,0.0000,0.0000,-19.0502,6.0423,643.7816,791.2558,480.3214,-,-,-,-,-,-,-,-
19437,19437,5493124.3,13:33:53:971,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.4150,13.4150,3.1470,636.9973,480.9908,White Space,,Local,7,0.0000,0.0000,0.0000,-19.0782,6.0149,643.8300,791.3002,480.4052,-,-,-,-,-,-,-,-
19438,19438,5493144.184,13:33:53:991,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.4048,13.4048,3.1445,635.5504,480.5712,White Space,,Local,7,0.0000,0.0000,0.0000,-19.0870,6.0123,643.7981,791.4187,480.5839,-,-,-,-,-,-,-,-
19439,19439,5493164.046,13:33:54:011,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.0983,13.0983,3.0755,633.5975,474.3479,White Space,,Local,7,0.0000,0.0000,0.0000,-19.1464,5.9765,644.1621,791.5037,480.4170,-,-,-,-,-,-,-,-
19440,19440,5493184.047,13:33:54:031,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.0457,13.0457,3.0649,630.9775,474.4556,White Space,,Local,7,0.0000,0.0000,0.0000,-19.1570,5.9789,644.5070,791.5565,480.4317,-,-,-,-,-,-,-,-
19441,19441,5493203.924,13:33:54:050,Trial010,10 a joie triste.jpg,0.0,5987.324,49,Crimson,100.0,Eye,Fixation,1,13.3400,13.3400,3.1353,630.1806,474.1974,White Space,,Local,7,0.0000,0.0000,0.0000,-19.1586,5.9877,644.9877,791.4067,480.5348,-,-,-,-,-,-,-,-
