,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0,0,1971408.013,07:56:26:000,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1coucou g.jpg
1,1,1971409.78,07:56:26:002,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Blink,Saccade,1,1,963.6917,-18.4302,963.6917,-18.4302,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.9685,-24.1103,612.2135,-8.6989,-31.8066,615.9162,934.6818,600.3676,745.5760,631.5590,-,-,-,-,-,-,-,-
2,2,1971429.65,07:56:26:022,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Blink,Saccade,1,1,1122.1696,-46.7399,1122.1696,-46.7399,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.5838,-24.0959,612.7765,-8.3876,-31.8719,614.7911,931.5436,600.1480,743.4803,631.3650,-,-,-,-,-,-,-,-
3,3,1971449.53,07:56:26:042,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Blink,-,1,-,0.0000,-5.0936,0.0000,-5.0936,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.4844,-23.9707,612.5077,-8.2551,-31.7170,612.9104,931.4295,599.2642,742.0612,630.5522,-,-,-,-,-,-,-,-
4,4,1971469.42,07:56:26:061,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Blink,-,1,-,0.0000,-3.5614,0.0000,-3.5614,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.4844,-23.9707,612.5077,-7.8259,-30.3084,613.2046,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
5,5,1971489.281,07:56:26:081,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Saccade,Saccade,1,2,1020.8880,569.7238,1020.8880,569.7238,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.1857,-23.7956,612.6050,-7.5901,-30.3224,613.4871,930.1662,598.6784,740.8795,630.7591,-,-,-,-,-,-,-,-
6,6,1971509.274,07:56:26:101,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Saccade,Saccade,1,2,1035.2391,253.6223,1035.2391,253.6223,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.9732,-23.6443,612.3599,-7.3539,-30.0964,613.7586,929.0207,598.5520,739.9182,630.0900,-,-,-,-,-,-,-,-
7,7,1971529.151,07:56:26:121,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Saccade,Saccade,1,2,1041.1546,260.8183,1041.1546,260.8183,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.7148,-23.4356,612.5178,-7.1174,-29.8696,614.0195,928.0462,597.7674,738.6227,629.1938,-,-,-,-,-,-,-,-
8,8,1971549.03,07:56:26:141,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Saccade,Saccade,1,2,1064.9057,-10.5446,1064.9057,-10.5446,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-49.4902,-23.1813,612.7519,-5.0000,-30.8851,613.5350,918.7697,596.7711,729.3308,628.1864,-,-,-,-,-,-,-,-
9,9,1971568.895,07:56:26:161,Trial001,1coucou G.jpg,0.0,2859.801,Unidentified(Neg),Coral,72.033,Eye,Saccade,Saccade,1,2,1086.6332,24.9432,1086.6332,24.9432,-,-,-,-,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-50.9988,-22.7731,612.8750,-6.4612,-30.4155,612.4692,925.1988,594.6243,735.6988,626.3847,-,-,-,-,-,-,-,-
