,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
85033,85033,3622658.577,16:06:56:755,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
85034,85034,3622662.879,16:06:56:759,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Saccade,1,21.8425,21.8425,4.6426,627.5762,268.8797,-,-,-,-,0.0061,0.4626,-0.8865,31.9587,-60.5509,506.4774,488.0064,787.5472,0,-,-,-,-,-,-,-,-
85035,85035,3622679.568,16:06:56:776,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Saccade,1,22.5126,22.5126,4.6579,629.6584,299.7263,-,-,-,-,0.0117,0.436,-0.8999,31.9698,-60.6163,506.5916,487.841,788.4525,0,-,-,-,-,-,-,-,-
85036,85036,3622696.258,16:06:56:793,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.9706,21.9706,4.6502,627.5878,274.108,-,-,-,-,0.0032,0.4532,-0.8914,31.9731,-60.6205,506.7661,488.0863,787.9508,0,-,-,-,-,-,-,-,-
85037,85037,3622712.947,16:06:56:809,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.7288,21.7288,4.6344,625.2487,273.9031,-,-,-,-,0.0004,0.4557,-0.8901,31.9415,-60.562,506.6127,488.2569,787.6968,0,-,-,-,-,-,-,-,-
85038,85038,3622729.636,16:06:56:826,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.7514,21.7514,4.622,626.553,269.7077,-,-,-,-,0.0079,0.4657,-0.8849,31.9125,-60.4906,506.3813,488.1566,787.2365,0,-,-,-,-,-,-,-,-
85039,85039,3622746.325,16:06:56:843,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.5077,21.5077,4.6021,627.7455,277.9249,-,-,-,-,0.0083,0.453,-0.8915,31.8729,-60.4277,506.1722,488.2642,787.3686,0,-,-,-,-,-,-,-,-
85040,85040,3622763.015,16:06:56:859,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.445,21.445,4.5837,626.913,275.0412,-,-,-,-,0.005,0.4605,-0.8877,31.8536,-60.3757,506.3011,488.4755,786.867,0,-,-,-,-,-,-,-,-
85041,85041,3622779.704,16:06:56:876,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.5489,21.5489,4.5722,626.621,273.1836,-,-,-,-,0.0053,0.4632,-0.8862,31.8407,-60.2621,506.0737,488.4635,786.3848,0,-,-,-,-,-,-,-,-
85042,85042,3622796.393,16:06:56:893,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.4343,21.4343,4.5586,627.0679,276.9923,-,-,-,-,0.0023,0.4567,-0.8896,31.8296,-60.2022,506.2211,488.6252,786.1821,0,-,-,-,-,-,-,-,-
85043,85043,3622813.083,16:06:56:910,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.3404,21.3404,4.5437,625.9581,279.2773,-,-,-,-,-0.0023,0.4551,-0.8904,31.8275,-60.1012,506.042,488.686,785.8427,0,-,-,-,-,-,-,-,-
85044,85044,3622829.772,16:06:56:926,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.2899,21.2899,4.5293,624.1309,276.2817,-,-,-,-,-0.0014,0.4612,-0.8873,31.8351,-59.9801,505.9792,488.6146,785.1512,0,-,-,-,-,-,-,-,-
85045,85045,3622846.462,16:06:56:943,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.5423,21.5423,4.5274,626.3137,280.3218,-,-,-,-,0.0115,0.4536,-0.8911,31.8488,-59.9223,506.1116,488.287,784.9927,0,-,-,-,-,-,-,-,-
85046,85046,3622863.151,16:06:56:960,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.3013,21.3013,4.5159,623.4397,278.8755,-,-,-,-,-0.0002,0.4548,-0.8906,31.8369,-59.7962,505.66,488.4794,784.6123,0,-,-,-,-,-,-,-,-
85047,85047,3622879.841,16:06:56:976,Trial018,VNVD151207.avi,0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,1,21.6229,21.6229,4.5184,624.5801,276.6524,-,-,-,-,0.0063,0.4608,-0.8875,31.8354,-59.719,505.4602,488.2784,784.2041,0,-,-,-,-,-,-,-,-
