,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],groupe d'enfants,Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
84435,84435,1183579.149,07:35:55:000,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vnvg151201b1.avi
84436,84436,1183587.58,07:35:55:008,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,17.1194,17.1194,4.4938,17.5045,17.5045,4.4770,197.2626,353.0864,197.2626,353.0864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.8907,3.9339,712.5171,-60.8892,7.4528,702.1743,1163.3545,490.4951,939.4638,477.2162,-,-,-,-,-,-,-,-
84437,84437,1183607.441,07:35:55:028,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,16.9032,16.9032,4.4335,17.4819,17.4819,4.4649,203.7680,352.4375,203.7680,352.4375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.8797,3.8982,711.8147,-60.8207,7.4422,701.1823,1163.6369,490.4441,939.4899,477.1978,-,-,-,-,-,-,-,-
84438,84438,1183627.341,07:35:55:048,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,17.0744,17.0744,4.4807,17.6832,17.6832,4.5150,207.1435,352.3707,207.1435,352.3707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-124.0165,3.9036,712.2648,-60.8621,7.4297,701.0713,1163.8475,490.5985,939.6895,477.0174,-,-,-,-,-,-,-,-
84439,84439,1183652.814,07:35:55:074,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,16.9933,16.9933,4.4578,17.0480,17.0480,4.3563,202.0784,352.9266,202.0784,352.9266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-124.0291,3.8813,711.9539,-60.9313,7.4419,701.3165,1163.9878,490.6749,940.2921,477.0127,-,-,-,-,-,-,-,-
84440,84440,1183667.226,07:35:55:088,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,16.8962,16.8962,4.4252,17.3350,17.3350,4.4254,207.5966,352.5318,207.5966,352.5318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.8075,3.8364,710.7512,-60.8549,7.3735,700.7892,1164.1207,490.8281,939.7958,477.1261,-,-,-,-,-,-,-,-
84441,84441,1183687.122,07:35:55:108,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,16.9092,16.9092,4.4252,17.1747,17.1747,4.3858,207.4560,353.0752,207.4560,353.0752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.6807,3.8241,710.2239,-60.8246,7.3422,700.9170,1164.1234,490.9057,939.6773,477.2377,-,-,-,-,-,-,-,-
84442,84442,1183706.954,07:35:55:128,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,17.0209,17.0209,4.4509,17.3300,17.3300,4.4202,207.0656,352.9180,207.0656,352.9180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.5898,3.8547,709.7228,-60.6837,7.3680,700.1752,1163.9343,490.7481,939.5972,477.1077,-,-,-,-,-,-,-,-
84443,84443,1183726.849,07:35:55:148,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,1,1,17.0938,17.0938,4.4662,17.5709,17.5709,4.4769,212.6815,352.7905,212.6815,352.7905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.4881,3.8368,709.1521,-60.6237,7.3614,699.5392,1163.7315,490.7115,939.4218,477.2062,-,-,-,-,-,-,-,-
84444,84444,1183746.71,07:35:55:168,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Saccade,Saccade,1,1,16.9686,16.9686,4.4315,17.3300,17.3300,4.4118,209.2411,352.1175,209.2411,352.1175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.4245,3.8175,708.7823,-60.5694,7.3332,698.8400,1164.0126,490.8264,939.5972,477.1077,-,-,-,-,-,-,-,-
84445,84445,1183766.585,07:35:55:187,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,2,2,16.7426,16.7426,4.3765,17.1240,17.1240,4.3634,193.7537,261.2182,193.7537,261.2182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.5108,3.9044,709.3063,-60.7429,7.4252,699.3673,1164.2370,489.7704,940.3284,476.1987,-,-,-,-,-,-,-,-
84446,84446,1183786.581,07:35:55:207,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,2,2,16.6937,16.6937,4.3570,16.8861,16.8861,4.3012,195.4992,196.1523,195.4992,196.1523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.3577,4.0379,708.1807,-60.8954,7.5775,698.9824,1164.4990,488.7556,940.6706,475.1191,-,-,-,-,-,-,-,-
84447,84447,1183806.471,07:35:55:227,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,2,2,16.8864,16.8864,4.4031,17.1640,17.1640,4.3693,162.8023,205.7776,162.8023,205.7776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.2912,4.0874,707.6053,-60.8432,7.5941,698.6885,1165.1091,488.5780,940.6633,475.2689,-,-,-,-,-,-,-,-
84448,84448,1183826.337,07:35:55:247,Trial001,01vnvg151201b1.avi,0.0,48858.486,TS,Unidentified(Pos),DarkViolet,78.0212,Eye,Fixation,Fixation,2,2,16.5743,16.5743,4.3156,17.4086,17.4086,4.4269,179.0337,223.8759,179.0337,223.8759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-123.1348,4.1452,706.4339,-60.7728,7.7186,698.0721,1164.9392,488.3411,940.5525,475.0980,-,-,-,-,-,-,-,-
