,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
17525,17525,133667.8,17:26:39:260,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
17526,17526,133671.0,17:26:39:263,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Saccade,Saccade,1,1,23.0,23.0,4.5,22.5,22.5,4.5,612.0,330.5,590.6,310.2,-,-,-,-,-,-,-,-,0.1,0.5,-0.9,0.1,0.5,-0.9,-18.7,-39.6,481.2,-70.0,-42.4,475.3,730.4,697.6,990.9,713.7,0,-,-,-,-,-,-,-,-
17527,17527,133687.7,17:26:39:280,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Saccade,Saccade,1,1,22.9,22.9,4.5,22.5,22.5,4.5,614.4,331.2,590.5,311.1,-,-,-,-,-,-,-,-,0.1,0.5,-0.9,0.1,0.5,-0.9,-18.7,-39.6,480.7,-70.0,-42.3,475.2,730.5,697.5,991.0,713.7,0,-,-,-,-,-,-,-,-
17528,17528,133704.4,17:26:39:297,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Saccade,Saccade,1,1,22.8,22.8,4.5,22.5,22.5,4.5,616.4,332.0,590.0,312.6,-,-,-,-,-,-,-,-,0.1,0.5,-0.9,0.1,0.5,-0.9,-18.7,-39.6,480.3,-70.0,-42.4,475.3,730.4,697.6,991.0,713.8,0,-,-,-,-,-,-,-,-
17529,17529,133721.1,17:26:39:313,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Saccade,Saccade,1,1,23.1,23.1,4.5,22.6,22.6,4.5,734.2,361.4,700.4,322.6,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.1,0.4,-0.9,-18.4,-39.7,480.2,-69.7,-42.5,475.2,727.1,699.2,987.7,715.1,0,-,-,-,-,-,-,-,-
17530,17530,133737.8,17:26:39:330,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.8,22.8,4.5,22.6,22.6,4.5,854.2,381.7,816.5,336.8,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-18.0,-39.8,480.0,-69.3,-42.6,475.1,723.6,700.0,984.3,715.7,0,-,-,-,-,-,-,-,-
17531,17531,133754.5,17:26:39:347,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.6,22.6,4.5,22.5,22.5,4.5,852.9,388.9,818.7,342.2,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-18.0,-39.8,479.6,-69.3,-42.6,475.3,723.5,700.1,984.2,715.8,0,-,-,-,-,-,-,-,-
17532,17532,133771.2,17:26:39:363,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.6,22.6,4.5,22.6,22.6,4.5,856.9,391.4,825.7,346.3,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-18.0,-39.8,479.8,-69.3,-42.6,475.4,723.4,700.2,984.0,715.7,0,-,-,-,-,-,-,-,-
17533,17533,133787.8,17:26:39:380,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.6,22.6,4.5,22.4,22.4,4.5,852.9,393.4,826.9,350.1,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-17.9,-39.8,480.1,-69.3,-42.6,475.5,723.3,700.1,984.0,715.7,0,-,-,-,-,-,-,-,-
17534,17534,133804.5,17:26:39:397,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.7,22.7,4.5,22.5,22.5,4.5,852.8,397.0,828.3,353.5,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-17.9,-39.9,480.2,-69.3,-42.6,475.6,723.1,700.3,983.9,715.7,0,-,-,-,-,-,-,-,-
17535,17535,133821.2,17:26:39:413,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.7,22.7,4.5,22.5,22.5,4.5,853.8,399.2,829.5,359.0,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-17.9,-39.9,480.3,-69.3,-42.6,475.3,722.9,700.4,983.9,715.8,0,-,-,-,-,-,-,-,-
17536,17536,133837.9,17:26:39:430,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.6,22.6,4.5,22.5,22.5,4.5,853.6,393.6,829.8,358.2,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-17.9,-40.0,480.3,-69.2,-42.6,475.0,722.8,700.5,983.8,715.9,0,-,-,-,-,-,-,-,-
17537,17537,133854.6,17:26:39:447,Trial018,VNVD151207.avi,0.0,49106.0,59,Cyan,87.8,Eye,Fixation,Fixation,1,1,22.6,22.6,4.5,22.6,22.6,4.5,853.8,396.4,830.9,361.7,-,-,-,-,-,-,-,-,0.2,0.4,-0.9,0.2,0.4,-0.9,-17.9,-40.0,480.2,-69.2,-42.6,474.8,722.8,700.9,983.7,716.3,0,-,-,-,-,-,-,-,-
