,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
7314,7314,3157677.974,12:55:23:861,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,bonbons triste vs joie.avi
7315,7315,3157678.55,12:55:23:862,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.9902,16.9902,4.1876,473.1462,377.2098,-,-,-,-,0.0000,0.0000,0.0000,-98.7445,-84.4752,666.4579,1096.8827,829.1071,-,-,-,-,-,-,-,-
7316,7316,3157698.426,12:55:23:881,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,17.0692,17.0692,4.2091,477.8710,385.5952,-,-,-,-,0.0000,0.0000,0.0000,-98.8754,-84.6024,666.7844,1096.7572,829.3841,-,-,-,-,-,-,-,-
7317,7317,3157718.35,12:55:23:901,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.6873,16.6873,4.1171,477.1841,361.1194,-,-,-,-,0.0000,0.0000,0.0000,-98.9414,-84.6920,666.9318,1096.9933,829.0431,-,-,-,-,-,-,-,-
7318,7318,3157738.19,12:55:23:921,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.8476,16.8476,4.1570,474.5917,376.2017,-,-,-,-,0.0000,0.0000,0.0000,-98.9632,-84.7115,667.0780,1097.2570,829.4577,-,-,-,-,-,-,-,-
7319,7319,3157758.065,12:55:23:941,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.8013,16.8013,4.1447,474.4970,367.9200,-,-,-,-,0.0000,0.0000,0.0000,-98.9568,-84.6787,666.9100,1097.3418,829.2582,-,-,-,-,-,-,-,-
7320,7320,3157777.926,12:55:23:961,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.7555,16.7555,4.1320,473.9576,369.9890,-,-,-,-,0.0000,0.0000,0.0000,-98.9624,-84.6527,666.6545,1097.6329,829.2907,-,-,-,-,-,-,-,-
7321,7321,3157797.817,12:55:23:981,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.6548,16.6548,4.1066,473.3793,378.0412,-,-,-,-,0.0000,0.0000,0.0000,-98.9895,-84.6468,666.4980,1097.8112,829.3502,-,-,-,-,-,-,-,-
7322,7322,3157817.805,12:55:24:001,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.7502,16.7502,4.1284,474.3814,374.4290,-,-,-,-,0.0000,0.0000,0.0000,-99.0015,-84.6390,666.2567,1097.8051,829.5545,-,-,-,-,-,-,-,-
7323,7323,3157837.678,12:55:24:021,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.6501,16.6501,4.1020,476.9676,377.8771,-,-,-,-,0.0000,0.0000,0.0000,-98.9584,-84.6022,665.9344,1097.7081,829.7749,-,-,-,-,-,-,-,-
7324,7324,3157857.563,12:55:24:041,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.4601,16.4601,4.0540,476.0122,375.7497,-,-,-,-,0.0000,0.0000,0.0000,-98.8902,-84.5966,665.6283,1097.6872,829.7653,-,-,-,-,-,-,-,-
7325,7325,3157877.428,12:55:24:060,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.3683,16.3683,4.0300,476.5296,376.5422,-,-,-,-,0.0000,0.0000,0.0000,-98.8496,-84.5646,665.3635,1097.7483,829.8028,-,-,-,-,-,-,-,-
7326,7326,3157897.309,12:55:24:080,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,1,16.4764,16.4764,4.0533,477.2089,380.6630,-,-,-,-,0.0000,0.0000,0.0000,-98.7612,-84.5183,664.8784,1097.7735,829.8991,-,-,-,-,-,-,-,-
7327,7327,3157917.191,12:55:24:100,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,1,16.3438,16.3438,4.0227,472.2308,378.7833,-,-,-,-,0.0000,0.0000,0.0000,-98.7188,-84.5568,665.1509,1097.8202,829.9526,-,-,-,-,-,-,-,-
7328,7328,3157937.062,12:55:24:120,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,1,16.5739,16.5739,4.0802,521.1072,428.7511,-,-,-,-,0.0000,0.0000,0.0000,-98.7118,-84.7718,665.3853,1096.3943,831.0263,-,-,-,-,-,-,-,-
7329,7329,3157956.944,12:55:24:140,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,2,16.9202,16.9202,4.1637,625.2568,552.9680,-,-,-,-,0.0000,0.0000,0.0000,-98.4597,-84.8004,665.3220,1094.7896,832.3209,-,-,-,-,-,-,-,-
7330,7330,3157976.923,12:55:24:160,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,2,16.6953,16.6953,4.1087,630.8395,542.8590,-,-,-,-,0.0000,0.0000,0.0000,-98.4504,-84.7922,665.2539,1094.6839,832.2311,-,-,-,-,-,-,-,-
