,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
18083,18083,7252116.987,14:47:05:478,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7 devant.jpg
18084,18084,7252134.27,14:47:05:495,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Saccade,Saccade,1,1,3.3926,3.3938,697.4931,259.0262,697.4931,259.0262,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18085,18085,7252154.263,14:47:05:515,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.3263,3.3602,671.1298,242.5206,671.1298,242.5206,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18086,18086,7252174.165,14:47:05:535,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.0913,3.3564,677.6862,226.4151,677.6862,226.4151,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18087,18087,7252194.027,14:47:05:555,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.1309,3.3350,672.3132,215.6077,672.3132,215.6077,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18088,18088,7252213.979,14:47:05:575,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.3281,3.2447,654.2915,234.5649,654.2915,234.5649,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18089,18089,7252233.804,14:47:05:595,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.1710,3.2986,616.9683,221.1526,616.9683,221.1526,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18090,18090,7252253.656,14:47:05:615,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.2084,3.2948,613.1739,220.0830,613.1739,220.0830,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18091,18091,7252273.528,14:47:05:635,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Fixation,Fixation,1,1,3.1365,3.3230,638.4510,221.9739,638.4510,221.9739,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
18092,18092,7252293.39,14:47:05:654,Trial008,08 devant.jpg,0.0,2881.601,44,DarkGray,100.0,Eye,Saccade,Saccade,2,2,3.2169,3.2733,639.0433,215.1193,639.0433,215.1193,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
