,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
1614,1614,1173890.225,13:09:27:711,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a triste joie.jpg
1615,1615,1173892.735,13:09:27:714,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,13.9075,13.9075,3.5549,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-46.9579,-36.0481,699.7612,885.1627,641.3672,-,-,-,-,-,-,-,-
1616,1616,1173912.611,13:09:27:733,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,13.6658,13.6658,3.4921,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-47.0120,-35.9802,699.3602,885.4170,641.2172,-,-,-,-,-,-,-,-
1617,1617,1173932.62,13:09:27:753,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,13.8343,13.8343,3.5397,1056.2879,1108.5268,-,-,-,-,0.0000,0.0000,0.0000,-47.1629,-36.0262,700.3847,885.6402,641.0902,-,-,-,-,-,-,-,-
1618,1618,1173952.494,13:09:27:773,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,14.0102,14.0102,3.5840,1060.0677,1104.2412,-,-,-,-,0.0000,0.0000,0.0000,-47.2319,-36.0070,700.3749,885.7099,640.9771,-,-,-,-,-,-,-,-
1619,1619,1173972.368,13:09:27:793,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,13.8803,13.8803,3.5478,1042.7441,1107.2676,-,-,-,-,0.0000,0.0000,0.0000,-47.2331,-35.9683,699.6910,886.2816,640.9592,-,-,-,-,-,-,-,-
1620,1620,1173992.241,13:09:27:813,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,14.1167,14.1167,3.6070,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-47.2662,-35.9287,699.6258,886.2979,640.9089,-,-,-,-,-,-,-,-
1621,1621,1174012.101,13:09:27:833,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,-,-,14.1331,14.1331,3.6093,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-47.2627,-35.8828,699.2731,886.3336,640.8593,-,-,-,-,-,-,-,-
1622,1622,1174031.985,13:09:27:853,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,Fixation,1,13.6862,13.6862,3.4919,1049.4350,1105.1300,-,-,-,-,0.0000,0.0000,0.0000,-47.2458,-35.8377,698.2767,886.4203,640.7368,-,-,-,-,-,-,-,-
1623,1623,1174051.844,13:09:27:873,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,Fixation,1,13.7199,13.7199,3.5007,1050.9340,1101.8189,-,-,-,-,0.0000,0.0000,0.0000,-47.3123,-35.8585,698.3453,886.6114,640.7305,-,-,-,-,-,-,-,-
1624,1624,1174071.734,13:09:27:893,Trial004,04 a triste joie.jpg,0.0,5957.135,11,Coral,71.8466,Eye,Fixation,1,13.8035,13.8035,3.5240,1038.6414,1100.8145,-,-,-,-,0.0000,0.0000,0.0000,-47.3630,-35.8547,698.7958,886.8957,640.5659,-,-,-,-,-,-,-,-
