,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
1857,1857,1180349.6,13:09:34:171,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,punition orale triste vs joie.avi
1858,1858,1180360.022,13:09:34:181,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,-,-,13.1130,13.1130,3.3152,251.3437,557.6616,-,-,-,-,0.0000,0.0000,0.0000,-61.1072,-38.7573,690.1604,944.7363,650.1757,-,-,-,-,-,-,-,-
1859,1859,1180379.895,13:09:34:201,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,6.3563,6.3563,3.3331,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-61.1080,-38.5609,690.6655,947.9611,650.7456,-,-,-,-,-,-,-,-
1860,1860,1180399.787,13:09:34:221,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,0.0000,0.0000,3.3331,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-60.7132,-38.8142,692.3375,0.0000,0.0000,-,-,-,-,-,-,-,-
1861,1861,1180419.675,13:09:34:241,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,0.0000,0.0000,3.3331,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-60.7132,-38.8142,692.3375,0.0000,0.0000,-,-,-,-,-,-,-,-
1862,1862,1180439.523,13:09:34:261,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,9.9432,9.9432,3.3331,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-60.7132,-38.8142,692.3375,958.3394,669.3812,-,-,-,-,-,-,-,-
1863,1863,1180459.399,13:09:34:281,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,5.0000,5.0000,3.3331,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-60.7132,-38.8142,692.3375,974.8579,663.5797,-,-,-,-,-,-,-,-
1864,1864,1180479.276,13:09:34:301,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,0.0000,0.0000,3.3331,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-60.7132,-38.8142,692.3375,0.0000,0.0000,-,-,-,-,-,-,-,-
1865,1865,1180499.267,13:09:34:321,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,5.6842,5.6842,3.3331,445.4981,896.4818,-,-,-,-,0.0000,0.0000,0.0000,-65.1864,-37.8209,693.9356,977.6171,650.5721,-,-,-,-,-,-,-,-
1866,1866,1180519.136,13:09:34:341,Trial005,05 punition orale triste vs joie.avi,0.0,15906.313,11,Coral,72.1726,Eye,Blink,1,0.0000,0.0000,3.3331,501.0785,676.2603,-,-,-,-,0.0000,0.0000,0.0000,-65.1864,-37.8209,693.9356,0.0000,0.0000,-,-,-,-,-,-,-,-
