,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
15263,15263,504082.789,13:32:27:708,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ac1f5149a5b199935960c12958f4532f_1280x1024.jpg
15264,15264,504089.694,13:32:27:715,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,604.3359,409.8106,632.4122,405.4277,-,-,-,-,-,-,-,-,0.0408,0.4139,-0.9094,0.0267,0.4117,-0.9109,8.2883,-52.7947,571.7421,-48.9565,-50.7114,569.9776,603.9212,724.3352,844.8166,716.286,0,-,-,-,-,-,-,-,-
15265,15265,504106.381,13:32:27:732,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,603.7872,409.5029,632.1096,406.5267,-,-,-,-,-,-,-,-,0.036,0.4138,-0.9097,0.0187,0.4135,-0.9103,8.2615,-52.7777,571.718,-48.9686,-50.7023,569.8566,604.1297,724.2763,845.0741,716.2542,0,-,-,-,-,-,-,-,-
15266,15266,504123.068,13:32:27:748,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,602.6394,410.2751,632.6593,408.8071,-,-,-,-,-,-,-,-,0.031,0.4135,-0.91,0.0189,0.4074,-0.9131,8.2196,-52.7306,571.5661,-49.0295,-50.7114,570.1146,604.3986,724.142,845.238,716.3297,0,-,-,-,-,-,-,-,-
15267,15267,504139.755,13:32:27:765,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,602.0805,409.9515,635.2379,408.7468,-,-,-,-,-,-,-,-,0.0339,0.4151,-0.9091,0.0276,0.4092,-0.912,8.161,-52.6949,571.591,-49.178,-50.7852,571.09,604.5859,723.9472,845.3258,716.2467,0,-,-,-,-,-,-,-,-
15268,15268,504156.442,13:32:27:782,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,604.9745,414.7844,643.976,411.5322,-,-,-,-,-,-,-,-,0.0466,0.4001,-0.9153,0.0436,0.3972,-0.9167,8.1623,-52.7437,571.9721,-49.2643,-50.9177,572.1017,604.3433,724.3302,845.0018,716.6945,0,-,-,-,-,-,-,-,-
15269,15269,504173.129,13:32:27:798,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,603.441,414.6971,646.3248,414.2951,-,-,-,-,-,-,-,-,0.0373,0.4078,-0.9123,0.0395,0.3967,-0.9171,8.0818,-52.7444,572.0935,-49.3257,-50.8892,571.6456,604.8794,724.1247,845.509,716.7511,0,-,-,-,-,-,-,-,-
15270,15270,504189.817,13:32:27:815,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,607.5176,418.6084,646.6057,417.3072,-,-,-,-,-,-,-,-,0.0482,0.4015,-0.9146,0.034,0.3948,-0.9181,8.001,-52.6978,572.0451,-49.3376,-50.8643,571.2998,604.9912,724.0816,845.799,716.8128,0,-,-,-,-,-,-,-,-
15271,15271,504206.504,13:32:27:832,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,608.3755,415.7194,652.6201,419.9327,-,-,-,-,-,-,-,-,0.0436,0.4107,-0.9107,0.0418,0.3938,-0.9182,7.9226,-52.7519,572.542,-49.5434,-50.938,572.0694,605.4435,723.9235,846.221,716.8646,0,-,-,-,-,-,-,-,-
15272,15272,504223.191,13:32:27:848,Trial004,3 regard chien D.png,0,2897.271,24,DarkBlue,99.5189,Eye,Fixation,Fixation,1,1,612.3533,420.2736,654.3872,421.4091,-,-,-,-,-,-,-,-,0.0494,0.4037,-0.9136,0.0398,0.3965,-0.9171,7.7845,-52.6822,572.1528,-49.5704,-50.893,571.4162,605.8795,723.9283,846.6114,716.8536,0,-,-,-,-,-,-,-,-
