,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
23390,23390,2069526.133,17:58:55:118,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
23391,23391,2069532.727,17:58:55:125,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8869,13.8869,3.5052,634.5961,305.6636,-,-,-,-,-0.0394,0.2496,-0.9675,69.0147,50.1128,610.8552,369.4853,310.1036,0,-,-,-,-,-,-,-,-
23392,23392,2069549.42,17:58:55:141,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7194,13.7194,3.4998,632.5535,305.4358,-,-,-,-,-0.0442,0.2517,-0.9668,69.0045,50.1133,610.8028,369.5952,310.0465,0,-,-,-,-,-,-,-,-
23393,23393,2069566.114,17:58:55:158,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7925,13.7925,3.4985,631.8652,305.7782,-,-,-,-,-0.0406,0.2494,-0.9676,68.9714,50.1025,610.5371,369.5362,310.0433,0,-,-,-,-,-,-,-,-
23394,23394,2069582.808,17:58:55:175,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7929,13.7929,3.4972,630.6569,306.4641,-,-,-,-,-0.041,0.2481,-0.9679,68.9404,50.0834,610.2985,369.5578,310.0638,0,-,-,-,-,-,-,-,-
23395,23395,2069599.502,17:58:55:191,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.9108,13.9108,3.5015,630.7682,306.5937,-,-,-,-,-0.0381,0.2495,-0.9676,68.9434,50.0673,610.2307,369.4602,310.0769,0,-,-,-,-,-,-,-,-
23396,23396,2069616.195,17:58:55:208,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8331,13.8331,3.5017,627.6654,305.182,-,-,-,-,-0.0491,0.2568,-0.9652,68.8811,50.105,610.5224,370.0511,309.888,0,-,-,-,-,-,-,-,-
23397,23397,2069632.889,17:58:55:225,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8655,13.8655,3.5036,624.4579,304.229,-,-,-,-,-0.0508,0.2566,-0.9652,68.9004,50.1048,610.758,370.1121,309.9719,0,-,-,-,-,-,-,-,-
23398,23398,2069649.583,17:58:55:241,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8755,13.8755,3.5056,621.279,302.0207,-,-,-,-,-0.0534,0.2588,-0.9645,68.9405,50.0794,610.6413,369.9559,309.992,0,-,-,-,-,-,-,-,-
23399,23399,2069666.276,17:58:55:258,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8784,13.8784,3.507,619.712,300.9968,-,-,-,-,-0.0515,0.2573,-0.965,68.9124,50.0607,610.3803,369.9115,310.0069,0,-,-,-,-,-,-,-,-
23400,23400,2069682.97,17:58:55:275,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.9886,13.9886,3.513,617.2736,300.8127,-,-,-,-,-0.0524,0.2535,-0.9659,68.8979,50.0465,610.1563,369.8835,310.0598,0,-,-,-,-,-,-,-,-
23401,23401,2069699.664,17:58:55:292,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8347,13.8347,3.5107,614.9162,299.4725,-,-,-,-,-0.0526,0.2574,-0.9649,68.8846,50.0396,610.0434,369.8928,309.9757,0,-,-,-,-,-,-,-,-
23402,23402,2069716.357,17:58:55:308,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8517,13.8517,3.5095,611.7681,298.2763,-,-,-,-,-0.0549,0.2566,-0.9649,68.8646,50.0288,609.9208,369.9607,309.9915,0,-,-,-,-,-,-,-,-
23403,23403,2069733.051,17:58:55:325,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8693,13.8693,3.5091,611.021,297.1894,-,-,-,-,-0.0516,0.2575,-0.9649,68.8457,50.0147,609.7356,369.8889,309.9693,0,-,-,-,-,-,-,-,-
23404,23404,2069749.745,17:58:55:342,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8649,13.8649,3.5086,608.5494,295.8101,-,-,-,-,-0.0538,0.2576,-0.9648,68.8473,50.0085,609.7322,369.924,309.9908,0,-,-,-,-,-,-,-,-
23405,23405,2069766.439,17:58:55:358,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.864,13.864,3.5081,605.8885,294.2249,-,-,-,-,-0.0564,0.2581,-0.9645,68.8508,50.0013,609.7096,369.9501,310.0021,0,-,-,-,-,-,-,-,-
23406,23406,2069783.132,17:58:55:375,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7478,13.7478,3.5022,604.2858,294.492,-,-,-,-,-0.0538,0.2512,-0.9664,68.8286,49.9728,609.4952,369.8884,310.1737,0,-,-,-,-,-,-,-,-
23407,23407,2069799.826,17:58:55:392,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8818,13.8818,3.5032,604.1235,294.9926,-,-,-,-,-0.0511,0.2546,-0.9657,68.8036,49.9536,609.2069,369.8068,310.0873,0,-,-,-,-,-,-,-,-
23408,23408,2069816.52,17:58:55:408,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7783,13.7783,3.4991,603.6461,295.3766,-,-,-,-,-0.0535,0.2555,-0.9653,68.7999,49.9521,609.0788,369.8125,310.0349,0,-,-,-,-,-,-,-,-
23409,23409,2069833.213,17:58:55:425,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7686,13.7686,3.4953,604.3818,296.256,-,-,-,-,-0.0501,0.255,-0.9656,68.7919,49.951,609.0201,369.7511,310.0278,0,-,-,-,-,-,-,-,-
23410,23410,2069849.907,17:58:55:442,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7372,13.7372,3.4904,604.539,297.4302,-,-,-,-,-0.0511,0.2527,-0.9662,68.7572,49.9084,608.7156,369.7692,310.139,0,-,-,-,-,-,-,-,-
23411,23411,2069866.601,17:58:55:458,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7896,13.7896,3.4884,605.6817,298.3419,-,-,-,-,-0.0476,0.2514,-0.9667,68.7175,49.8536,608.4282,369.7286,310.2833,0,-,-,-,-,-,-,-,-
23412,23412,2069883.294,17:58:55:475,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7082,13.7082,3.4832,605.3324,300.5102,-,-,-,-,-0.0535,0.2484,-0.9672,68.7218,49.8125,608.4757,369.8451,310.5169,0,-,-,-,-,-,-,-,-
23413,23413,2069899.988,17:58:55:492,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.6691,13.6691,3.4769,605.311,301.9484,-,-,-,-,-0.0545,0.2501,-0.9667,68.7025,49.7321,608.2156,369.8269,310.7164,0,-,-,-,-,-,-,-,-
23414,23414,2069916.682,17:58:55:509,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.7856,13.7856,3.477,605.5819,301.0685,-,-,-,-,-0.0512,0.2591,-0.9645,68.6944,49.6565,608.2753,369.8258,310.8625,0,-,-,-,-,-,-,-,-
23415,23415,2069933.376,17:58:55:525,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8729,13.8729,3.4812,605.2202,301.9788,-,-,-,-,-0.0548,0.2551,-0.9654,68.6878,49.6309,608.3279,369.9419,311.0566,0,-,-,-,-,-,-,-,-
23416,23416,2069950.069,17:58:55:542,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8605,13.8605,3.4843,605.8107,301.1417,-,-,-,-,-0.0529,0.2604,-0.964,68.6953,49.6404,608.5486,369.977,310.991,0,-,-,-,-,-,-,-,-
23417,23417,2069966.763,17:58:55:559,Trial018,VNVD151207.avi,0,49119.607,58,DarkCyan,90.2898,Eye,Fixation,1,13.8111,13.8111,3.4854,607.2906,300.9131,-,-,-,-,-0.047,0.2555,-0.9657,68.7613,49.6889,609.3579,369.9612,311.1626,0,-,-,-,-,-,-,-,-
