,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
38208,38208,1235489.885,07:36:46:911,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 devant.jpg
38209,38209,1235500.804,07:36:46:922,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1943,3.2537,596.7052,913.3693,596.7052,913.3693,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38210,38210,1235520.681,07:36:46:942,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1772,3.1470,704.3144,983.7954,704.3144,983.7954,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38211,38211,1235540.553,07:36:46:962,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1860,3.2245,857.9289,980.8071,857.9289,980.8071,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38212,38212,1235560.444,07:36:46:982,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1818,3.2406,1067.8050,968.6439,1067.8050,968.6439,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38213,38213,1235580.295,07:36:47:001,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1030,3.2463,1200.1169,1104.6541,1200.1169,1104.6541,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38214,38214,1235600.177,07:36:47:021,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1189,3.1846,1235.6134,1098.3790,1235.6134,1098.3790,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38215,38215,1235620.066,07:36:47:041,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1410,3.2613,0.3618,0.0000,0.3618,0.0000,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38216,38216,1235639.925,07:36:47:061,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.0129,3.2558,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38217,38217,1235659.808,07:36:47:081,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.2482,3.2404,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38218,38218,1235679.674,07:36:47:101,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1469,3.2902,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
38219,38219,1235699.546,07:36:47:121,Trial003,03 devant.jpg,0.0,2894.869,Unidentified(Pos),DarkViolet,73.233,Eye,-,-,-,-,3.1644,3.3151,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
