,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
227240,227240,3237385.206,16:00:31:484,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,c773a75e686fefc963865dd76b62715c.avi
227241,227241,3237385.331,16:00:31:484,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,915.1334,466.0843,946.8347,506.4966,-,-,-,-,-,-,-,-,0.1809,0.3516,-0.9185,0.1572,0.3624,-0.9187,31.1682,-46.9212,507.5793,-17.6508,-43.7009,493.4896,487.9876,725.1668,721.6062,715.4171,0,-,-,-,-,-,-,-,-
227242,227242,3237402.023,16:00:31:501,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,914.5144,465.0956,946.738,507.8148,-,-,-,-,-,-,-,-,0.1777,0.3575,-0.9168,0.1598,0.3538,-0.9216,31.2931,-46.9095,507.7477,-17.5198,-43.5597,493.3055,487.5239,724.9001,720.9395,715.0208,0,-,-,-,-,-,-,-,-
227243,227243,3237418.715,16:00:31:518,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,913.4516,464.2065,948.3076,505.7131,-,-,-,-,-,-,-,-,0.1738,0.3597,-0.9167,0.1654,0.3615,-0.9176,31.3952,-46.8482,507.5962,-17.4338,-43.5508,494.117,487.0883,724.6234,720.2509,714.4466,0,-,-,-,-,-,-,-,-
227244,227244,3237435.407,16:00:31:534,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,913.4161,465.6153,948.6958,505.2055,-,-,-,-,-,-,-,-,0.177,0.3504,-0.9197,0.1602,0.3576,-0.9201,31.5093,-46.8148,508.1057,-17.3276,-43.3984,493.9116,486.6246,724.4727,719.8951,713.8909,0,-,-,-,-,-,-,-,-
227245,227245,3237452.099,16:00:31:551,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,912.517,464.5206,947.9772,503.6034,-,-,-,-,-,-,-,-,0.1776,0.3546,-0.918,0.1562,0.3622,-0.9189,31.5618,-46.7245,507.7849,-17.2574,-43.3588,494.2948,486.2675,724.0816,719.5839,713.4279,0,-,-,-,-,-,-,-,-
227246,227246,3237468.792,16:00:31:568,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,911.2022,464.7835,948.2277,505.1805,-,-,-,-,-,-,-,-,0.1723,0.3518,-0.9201,0.1584,0.3523,-0.9224,31.6436,-46.6998,507.8978,-17.2027,-43.2691,494.6276,486.0364,723.9861,719.2166,713.0986,0,-,-,-,-,-,-,-,-
227247,227247,3237485.484,16:00:31:584,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,911.6579,463.7319,948.4709,503.2689,-,-,-,-,-,-,-,-,0.1803,0.3558,-0.917,0.1598,0.36,-0.9192,31.7171,-46.7345,508.4881,-17.1655,-43.2278,494.6859,485.687,723.8009,718.9899,712.6828,0,-,-,-,-,-,-,-,-
227248,227248,3237502.176,16:00:31:601,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,911.4671,462.7607,948.9572,501.3317,-,-,-,-,-,-,-,-,0.1792,0.356,-0.9172,0.1596,0.3632,-0.9179,31.7673,-46.7546,508.9719,-17.127,-43.1504,494.2466,485.6238,723.6881,718.877,712.4093,0,-,-,-,-,-,-,-,-
227249,227249,3237518.868,16:00:31:618,Trial026,tombe joie vs triste2.avi,0,15302.381,36,OliveDrab,99.6577,Eye,Fixation,Fixation,1,1,912.2469,462.7079,948.9917,500.1917,-,-,-,-,-,-,-,-,0.1799,0.3547,-0.9175,0.1593,0.3626,-0.9182,31.8054,-46.7408,509.1989,-17.0971,-43.0417,493.6889,485.4967,723.5584,718.8301,712.1257,0,-,-,-,-,-,-,-,-
