,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
202679,202679,669378.05,13:35:13:003,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,c773a75e686fefc963865dd76b62715c.avi
202680,202680,669388.852,13:35:13:014,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,883.0476,267.2541,886.9786,320.0418,-,-,-,-,-,-,-,-,0.1763,0.5074,-0.8435,0.1605,0.483,-0.8608,21.541,-47.7498,528.3812,-37.6553,-43.9405,517.9521,537.8527,716.7923,810.1643,703.9416,0,-,-,-,-,-,-,-,-
202681,202681,669405.539,13:35:13:030,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,857.4661,266.84,860.5546,322.1,-,-,-,-,-,-,-,-,0.1395,0.508,-0.85,0.1247,0.4771,-0.87,21.1192,-47.8342,527.3515,-37.9636,-43.9868,517.1677,540.3892,717.5865,812.6839,704.6079,0,-,-,-,-,-,-,-,-
202682,202682,669422.226,13:35:13:047,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,835.883,267.0225,843.1381,322.8214,-,-,-,-,-,-,-,-,0.1354,0.5054,-0.8522,0.1223,0.4809,-0.8682,20.8363,-47.8893,526.2316,-38.1955,-44.0478,516.707,541.5559,718.3433,813.9678,704.9728,0,-,-,-,-,-,-,-,-
202683,202683,669438.913,13:35:13:064,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,821.1051,266.9609,825.5497,324.5293,-,-,-,-,-,-,-,-,0.1302,0.5062,-0.8525,0.1151,0.4792,-0.8701,20.6788,-47.9682,525.8935,-38.3125,-44.0739,516.2462,542.3271,718.8199,814.8365,705.3114,0,-,-,-,-,-,-,-,-
202684,202684,669455.6,13:35:13:081,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,818.3189,266.9022,815.2172,325.0944,-,-,-,-,-,-,-,-,0.132,0.5086,-0.8508,0.1093,0.4823,-0.8692,20.5298,-48.0754,525.5236,-38.4181,-44.1142,515.8725,542.8976,719.3992,815.5843,705.5678,0,-,-,-,-,-,-,-,-
202685,202685,669472.287,13:35:13:097,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,821.1516,267.2822,823.207,325.4414,-,-,-,-,-,-,-,-,0.1379,0.5069,-0.8509,0.1217,0.4827,-0.8673,20.3717,-48.128,524.8331,-38.5445,-44.1677,515.5959,543.359,719.9514,815.9829,705.9069,0,-,-,-,-,-,-,-,-
202686,202686,669488.974,13:35:13:114,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,813.1906,268.9078,820.5281,326.9614,-,-,-,-,-,-,-,-,0.1286,0.5031,-0.8546,0.1206,0.4818,-0.8679,20.2529,-48.205,524.4828,-38.6324,-44.199,515.3088,544.0453,720.5412,816.5161,706.1845,0,-,-,-,-,-,-,-,-
202687,202687,669505.662,13:35:13:131,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,814.276,270.4717,817.4584,327.9404,-,-,-,-,-,-,-,-,0.1346,0.5043,-0.853,0.118,0.4828,-0.8677,20.1243,-48.1922,523.835,-38.7249,-44.2117,515.0659,544.3791,720.7117,817.0897,706.3121,0,-,-,-,-,-,-,-,-
202688,202688,669522.349,13:35:13:147,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,811.4119,271.6963,815.9411,329.2083,-,-,-,-,-,-,-,-,0.1304,0.5045,-0.8535,0.1174,0.4829,-0.8678,20.0184,-48.1741,523.3977,-38.7805,-44.1949,514.7104,544.88,720.802,817.4875,706.3683,0,-,-,-,-,-,-,-,-
202689,202689,669539.036,13:35:13:164,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,810.6721,274.0889,816.3917,330.9003,-,-,-,-,-,-,-,-,0.1319,0.5019,-0.8548,0.1209,0.4779,-0.8701,19.9432,-48.1595,523.297,-38.8224,-44.1514,514.0755,545.1717,720.8374,817.8291,706.5281,0,-,-,-,-,-,-,-,-
202690,202690,669555.723,13:35:13:181,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,809.9562,277.3797,816.6173,331.4136,-,-,-,-,-,-,-,-,0.1325,0.4993,-0.8563,0.1226,0.4833,-0.8668,19.8532,-48.0962,522.7981,-38.8883,-44.169,514.1533,545.4795,720.8122,818.063,706.4492,0,-,-,-,-,-,-,-,-
202691,202691,669572.41,13:35:13:197,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,809.4696,279.2936,816.3818,332.7965,-,-,-,-,-,-,-,-,0.1328,0.5013,-0.855,0.1219,0.4805,-0.8685,19.7794,-48.0105,522.1661,-38.9198,-44.1836,514.1148,545.6972,720.6235,818.2438,706.5991,0,-,-,-,-,-,-,-,-
202692,202692,669589.097,13:35:13:214,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,808.5223,280.1613,814.7566,333.2569,-,-,-,-,-,-,-,-,0.1341,0.5044,-0.853,0.1177,0.479,-0.8699,19.7374,-47.9745,522.135,-38.968,-44.2087,513.9068,545.8554,720.3947,818.6389,706.8349,0,-,-,-,-,-,-,-,-
202693,202693,669605.784,13:35:13:231,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,808.0184,281.5073,814.5977,333.4079,-,-,-,-,-,-,-,-,0.134,0.5026,-0.8541,0.1212,0.4825,-0.8674,19.7034,-47.9784,522.4123,-38.9823,-44.2247,513.4548,546.0643,720.3472,818.7803,706.9954,0,-,-,-,-,-,-,-,-
202694,202694,669622.471,13:35:13:247,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,809.2872,282.4259,815.0509,333.8346,-,-,-,-,-,-,-,-,0.1392,0.5029,-0.853,0.1206,0.4801,-0.8689,19.6592,-47.9909,522.6373,-39.0128,-44.259,513.3049,546.1905,720.3015,818.9913,707.2736,0,-,-,-,-,-,-,-,-
202695,202695,669639.158,13:35:13:264,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,1,1,809.3217,284.1334,816.488,334.8215,-,-,-,-,-,-,-,-,0.1353,0.5013,-0.8546,0.1227,0.4784,-0.8695,19.593,-47.9526,522.0589,-39.0593,-44.3477,513.426,546.4771,720.4,819.121,707.6818,0,-,-,-,-,-,-,-,-
202696,202696,669655.845,13:35:13:281,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Saccade,Saccade,1,1,807.2931,286.3095,814.5739,336.77,-,-,-,-,-,-,-,-,0.1278,0.4978,-0.8578,0.1132,0.4755,-0.8724,19.5026,-48.0022,522.0985,-39.1486,-44.4493,513.1909,547.0667,720.7013,819.8433,708.3213,0,-,-,-,-,-,-,-,-
202697,202697,669672.532,13:35:13:297,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Saccade,Saccade,1,1,633.0227,490.4085,655.5174,487.6222,-,-,-,-,-,-,-,-,0.0302,0.404,-0.9143,0.026,0.4011,-0.9157,18.7472,-48.1991,519.6676,-39.5519,-44.9008,512.6988,552.286,724.8704,823.9741,712.4325,0,-,-,-,-,-,-,-,-
202698,202698,669689.219,13:35:13:314,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,530.4982,599.0887,564.131,588.8973,-,-,-,-,-,-,-,-,-0.0302,0.3495,-0.9365,-0.0295,0.3441,-0.9385,18.2018,-48.469,517.7092,-39.8571,-45.2343,511.936,555.8284,728.2245,826.9908,715.6545,0,-,-,-,-,-,-,-,-
202699,202699,669705.906,13:35:13:331,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,532.3468,596.7649,557.3003,591.28,-,-,-,-,-,-,-,-,-0.028,0.3527,-0.9353,-0.0367,0.3422,-0.9389,18.1308,-48.4299,516.3298,-39.9088,-45.2489,511.0332,555.8844,728.5514,827.7348,716.1303,0,-,-,-,-,-,-,-,-
202700,202700,669722.593,13:35:13:348,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,527.9083,615.7752,553.5676,611.1459,-,-,-,-,-,-,-,-,-0.0363,0.3334,-0.9421,-0.0392,0.3222,-0.9458,18.0615,-48.3781,514.975,-39.8992,-45.289,510.2055,556.1687,729.341,828.0666,717.128,0,-,-,-,-,-,-,-,-
202701,202701,669739.28,13:35:13:364,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,529.2704,616.9149,555.5941,613.7079,-,-,-,-,-,-,-,-,-0.0295,0.338,-0.9407,-0.0316,0.3257,-0.9449,17.9903,-48.3851,514.1822,-39.9473,-45.3618,509.8672,556.217,729.6044,828.2433,717.5271,0,-,-,-,-,-,-,-,-
202702,202702,669755.967,13:35:13:381,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,529.1705,618.7962,553.4096,610.0161,-,-,-,-,-,-,-,-,-0.031,0.339,-0.9403,-0.0388,0.3333,-0.942,17.9061,-48.4117,513.1024,-39.9963,-45.5131,509.6597,556.4693,730.1696,828.7113,718.1421,0,-,-,-,-,-,-,-,-
202703,202703,669772.654,13:35:13:398,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,530.7213,621.9358,553.3646,614.5524,-,-,-,-,-,-,-,-,-0.0265,0.3375,-0.941,-0.0359,0.3275,-0.9442,17.7977,-48.3823,511.6527,-40.0304,-45.6351,509.442,556.6366,730.6931,828.8896,718.9445,0,-,-,-,-,-,-,-,-
202704,202704,669789.342,13:35:13:414,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,529.4492,623.2875,554.8359,613.8687,-,-,-,-,-,-,-,-,-0.0337,0.3379,-0.9406,-0.0303,0.3309,-0.9432,17.7122,-48.4178,510.8302,-40.1302,-45.7812,509.548,557.0696,731.2047,829.1905,719.5103,0,-,-,-,-,-,-,-,-
202705,202705,669806.029,13:35:13:431,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,529.4564,623.6749,550.327,616.0883,-,-,-,-,-,-,-,-,-0.0313,0.3393,-0.9402,-0.0471,0.3272,-0.9438,17.6294,-48.4755,510.4785,-40.2455,-45.989,510.2691,557.3453,731.5954,829.8495,720.2754,0,-,-,-,-,-,-,-,-
202706,202706,669822.716,13:35:13:448,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,529.9315,624.8734,549.095,617.8247,-,-,-,-,-,-,-,-,-0.0289,0.3388,-0.9404,-0.0439,0.3252,-0.9446,17.5192,-48.478,509.4045,-40.3736,-46.1842,510.8617,557.6348,732.0873,830.155,720.9968,0,-,-,-,-,-,-,-,-
202707,202707,669839.403,13:35:13:464,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,2,2,530.8719,625.889,552.1126,618.0373,-,-,-,-,-,-,-,-,-0.026,0.3385,-0.9406,-0.0308,0.3274,-0.9444,17.4353,-48.4434,508.656,-40.4246,-46.2435,510.3765,557.844,732.2594,830.2775,721.4261,0,-,-,-,-,-,-,-,-
202708,202708,669856.09,13:35:13:481,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Saccade,Saccade,2,2,561.4253,583.5306,578.8067,583.9092,-,-,-,-,-,-,-,-,0.007,0.3776,-0.926,0.0003,0.3667,-0.9303,17.4684,-48.3738,508.3934,-40.2633,-46.1851,509.7213,556.8965,731.1085,829.0273,720.4876,0,-,-,-,-,-,-,-,-
202709,202709,669872.777,13:35:13:498,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,592.8764,574.9781,613.0072,580.8391,-,-,-,-,-,-,-,-,0.017,0.3766,-0.9262,0.0123,0.3633,-0.9316,17.455,-48.3655,508.0729,-40.1946,-46.1681,508.8103,556.6757,731.2317,828.7702,720.8659,0,-,-,-,-,-,-,-,-
202710,202710,669889.464,13:35:13:514,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,599.0555,565.3429,629.4396,566.78,-,-,-,-,-,-,-,-,0.0175,0.3782,-0.9255,0.021,0.3681,-0.9296,17.3787,-48.4552,508.3764,-40.3046,-46.2639,508.5248,557.076,731.4838,829.1933,721.3225,0,-,-,-,-,-,-,-,-
202711,202711,669906.151,13:35:13:531,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,606.0635,562.2931,631.6194,565.893,-,-,-,-,-,-,-,-,0.0224,0.3791,-0.9251,0.019,0.3665,-0.9302,17.2536,-48.4497,507.6664,-40.37,-46.2695,507.9797,557.4378,731.7461,829.755,721.6154,0,-,-,-,-,-,-,-,-
202712,202712,669922.838,13:35:13:548,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,605.9114,558.1804,631.1463,561.6225,-,-,-,-,-,-,-,-,0.0188,0.3818,-0.9241,0.0157,0.3688,-0.9294,17.1611,-48.5144,508.0236,-40.4788,-46.305,507.6417,558.0164,731.8325,830.4718,721.8672,0,-,-,-,-,-,-,-,-
202713,202713,669939.525,13:35:13:564,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,605.5685,556.3375,632.8572,554.3826,-,-,-,-,-,-,-,-,0.0167,0.3822,-0.9239,0.0174,0.3771,-0.926,17.0212,-48.513,507.7151,-40.6285,-46.3759,507.8055,558.6741,731.9503,831.0718,721.9352,0,-,-,-,-,-,-,-,-
202714,202714,669956.212,13:35:13:581,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,608.0229,556.2242,635.0033,555.5786,-,-,-,-,-,-,-,-,0.0206,0.3801,-0.9247,0.0205,0.3702,-0.9287,16.9168,-48.5455,507.8394,-40.7227,-46.3936,507.4904,559.0991,732.1007,831.5704,722.3166,0,-,-,-,-,-,-,-,-
202715,202715,669972.899,13:35:13:598,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,608.0555,557.6737,636.8987,555.6632,-,-,-,-,-,-,-,-,0.0189,0.376,-0.9264,0.0229,0.3679,-0.9296,16.7801,-48.5513,507.6609,-40.8502,-46.4252,507.3217,559.754,732.3054,832.1855,722.5928,0,-,-,-,-,-,-,-,-
202716,202716,669989.586,13:35:13:615,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,609.0831,557.4926,635.8566,553.2297,-,-,-,-,-,-,-,-,0.0211,0.3765,-0.9262,0.0173,0.3737,-0.9274,16.65,-48.5562,507.5334,-40.9787,-46.5231,507.3314,560.2993,732.3718,832.9144,722.9107,0,-,-,-,-,-,-,-,-
202717,202717,670006.273,13:35:13:631,Trial026,tombe joie vs triste2.avi,0,15314.181,24,DarkBlue,89.6772,Eye,Fixation,Fixation,3,3,608.8346,557.6787,636.6809,553.3986,-,-,-,-,-,-,-,-,0.0182,0.376,-0.9264,0.02,0.3701,-0.9288,16.528,-48.594,507.5535,-41.0854,-46.5666,507.1139,560.9442,732.5527,833.4421,723.294,0,-,-,-,-,-,-,-,-
