,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
2532,2532,1196340.721,13:09:50:162,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b joie triste.jpg
2533,2533,1196355.41,13:09:50:177,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.0872,14.0872,3.6197,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-81.4337,-24.1200,700.9483,1010.9091,597.8778,-,-,-,-,-,-,-,-
2534,2534,1196375.285,13:09:50:197,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.2032,14.2032,3.6489,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-82.1771,-24.0957,700.8227,1013.6292,597.6730,-,-,-,-,-,-,-,-
2535,2535,1196395.162,13:09:50:216,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.0173,14.0173,3.6015,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-82.9026,-24.1452,700.6727,1016.2927,598.0278,-,-,-,-,-,-,-,-
2536,2536,1196415.035,13:09:50:236,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.3786,14.3786,3.6926,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-86.9004,-24.3691,700.1075,1031.2972,598.9582,-,-,-,-,-,-,-,-
2537,2537,1196435.054,13:09:50:256,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.1079,14.1079,3.6224,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-84.4093,-24.7701,700.0769,1022.1902,600.0789,-,-,-,-,-,-,-,-
2538,2538,1196454.917,13:09:50:276,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.2179,14.2179,3.6516,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-85.1632,-25.1469,700.2300,1024.9076,601.8088,-,-,-,-,-,-,-,-
2539,2539,1196474.785,13:09:50:296,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.1573,14.1573,3.6337,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-85.7922,-25.5181,699.6367,1027.4787,603.0190,-,-,-,-,-,-,-,-
2540,2540,1196494.651,13:09:50:316,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.3135,14.3135,3.6731,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-86.3925,-25.8453,699.5473,1029.7558,604.1894,-,-,-,-,-,-,-,-
2541,2541,1196514.529,13:09:50:336,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.3158,14.3158,3.6740,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-90.1823,-26.0820,699.1159,1043.9389,604.9938,-,-,-,-,-,-,-,-
2542,2542,1196534.408,13:09:50:356,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,14.6967,14.6967,3.7698,710.9785,839.1470,White Space,,Local,7,0.0000,0.0000,0.0000,-87.8201,-25.8139,699.3252,1037.0240,601.7640,-,-,-,-,-,-,-,-
2543,2543,1196554.284,13:09:50:376,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.2614,15.2614,3.9122,554.0711,580.5112,joie gauche,,Local,6,0.0000,0.0000,0.0000,-88.3983,-25.3729,699.1934,1040.0739,598.6833,-,-,-,-,-,-,-,-
2544,2544,1196574.157,13:09:50:395,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.3726,15.3726,3.9355,508.2920,490.4602,joie gauche,,Local,6,0.0000,0.0000,0.0000,-88.6065,-25.2757,698.2981,1041.3939,597.9778,-,-,-,-,-,-,-,-
2545,2545,1196594.149,13:09:50:415,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.1662,15.1662,3.8899,498.7962,458.0864,yeux joie,,Local,4,0.0000,0.0000,0.0000,-92.1954,-25.5131,699.0311,1054.3151,598.4027,-,-,-,-,-,-,-,-
2546,2546,1196614.037,13:09:50:435,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.1693,15.1693,3.8878,491.2763,480.9543,yeux joie,,Local,4,0.0000,0.0000,0.0000,-89.0404,-25.6837,698.8974,1042.8192,599.3636,-,-,-,-,-,-,-,-
2547,2547,1196633.904,13:09:50:455,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.6342,15.6342,4.0046,491.3220,491.8787,joie gauche,,Local,6,0.0000,0.0000,0.0000,-89.0972,-25.9002,698.7611,1043.0763,600.0822,-,-,-,-,-,-,-,-
2548,2548,1196653.784,13:09:50:475,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.4011,15.4011,3.9383,283.0905,305.1777,joie gauche,,Local,6,0.0000,0.0000,0.0000,-88.2540,-26.5855,697.5130,1043.1505,601.3941,-,-,-,-,-,-,-,-
2549,2549,1196673.654,13:09:50:495,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.0738,15.0738,3.8544,496.1881,472.1176,yeux joie,,Local,4,0.0000,0.0000,0.0000,-88.9334,-26.5926,697.1747,1043.2674,602.6826,-,-,-,-,-,-,-,-
2550,2550,1196693.522,13:09:50:515,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.2978,15.2978,3.9096,490.8829,486.1849,yeux joie,,Local,4,0.0000,0.0000,0.0000,-88.9883,-27.1452,696.9174,1043.4454,605.0802,-,-,-,-,-,-,-,-
2551,2551,1196713.403,13:09:50:535,Trial006,06 b joie triste.jpg,0.0,5980.728,11,Coral,59.8589,Eye,-,-,15.0457,15.0457,3.8461,250.8527,478.8804,yeux joie,,Local,4,0.0000,0.0000,0.0000,-89.5880,-28.1865,696.7966,1047.4132,609.2815,-,-,-,-,-,-,-,-
