,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
18680,18680,5477779.416,13:33:38:626,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,tombe joie vs triste1.avi
18681,18681,5477790.523,13:33:38:637,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,1,12.3295,12.3295,2.8963,1076.6884,399.9498,-,-,-,-,0.0000,0.0000,0.0000,-13.4030,7.5137,643.9463,765.0644,474.2313,-,-,-,-,-,-,-,-
18682,18682,5477810.385,13:33:38:657,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,1,12.1165,12.1165,2.8461,1075.6877,396.5797,-,-,-,-,0.0000,0.0000,0.0000,-13.4171,7.5434,643.7267,765.1783,473.9509,-,-,-,-,-,-,-,-
18683,18683,5477830.272,13:33:38:677,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,1,12.0577,12.0577,2.8340,1075.9430,397.3509,-,-,-,-,0.0000,0.0000,0.0000,-13.4618,7.5445,644.0491,765.2734,473.8964,-,-,-,-,-,-,-,-
18684,18684,5477850.15,13:33:38:697,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,1,12.0064,12.0064,2.8221,1076.3186,394.7356,-,-,-,-,0.0000,0.0000,0.0000,-13.5145,7.5091,644.0396,765.4294,473.9850,-,-,-,-,-,-,-,-
18685,18685,5477870.014,13:33:38:717,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,1,11.9143,11.9143,2.7999,1076.5841,397.5402,-,-,-,-,0.0000,0.0000,0.0000,-13.5316,7.5028,643.8380,765.5414,474.0137,-,-,-,-,-,-,-,-
18686,18686,5477889.897,13:33:38:736,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Saccade,1,11.9809,11.9809,2.8152,1071.4843,398.7948,-,-,-,-,0.0000,0.0000,0.0000,-13.5591,7.4809,643.8132,765.8031,474.2330,-,-,-,-,-,-,-,-
18687,18687,5477909.899,13:33:38:756,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,2,11.9540,11.9540,2.8089,1014.4876,563.5043,-,-,-,-,0.0000,0.0000,0.0000,-13.6837,7.1386,643.7998,766.9119,476.6588,-,-,-,-,-,-,-,-
18688,18688,5477929.773,13:33:38:776,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,2,11.6664,11.6664,2.7437,1001.6846,580.0881,-,-,-,-,0.0000,0.0000,0.0000,-13.7533,7.0271,644.0775,767.2598,477.4593,-,-,-,-,-,-,-,-
18689,18689,5477949.64,13:33:38:796,Trial009,09 tombe joie vs triste1.avi,0.0,15185.752,49,Crimson,93.2453,Eye,Fixation,2,12.2892,12.2892,2.8889,988.6394,588.1915,-,-,-,-,0.0000,0.0000,0.0000,-13.8007,6.9893,644.3707,767.6208,477.8300,-,-,-,-,-,-,-,-
