,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
32153,32153,997981.6,13:32:58:031,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
32154,32154,997986.6,13:32:58:036,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.3,21.3,4.5,22.3,22.3,4.5,659.7,380.1,653.9,415.2,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,82.8,-77.5,507.0,27.6,-77.8,484.7,249.6,866.4,504.6,884.5,0,-,-,-,-,-,-,-,-
32155,32155,998003.3,13:32:58:053,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.2,21.2,4.5,22.5,22.5,4.5,659.5,380.8,655.3,414.7,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,82.6,-77.6,507.4,27.3,-77.9,484.7,251.1,866.6,505.8,884.9,0,-,-,-,-,-,-,-,-
32156,32156,998020.0,13:32:58:069,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.2,21.2,4.5,22.3,22.3,4.5,659.8,380.9,655.7,415.3,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,82.2,-77.6,507.1,27.0,-78.0,484.6,252.6,866.9,507.4,885.5,0,-,-,-,-,-,-,-,-
32157,32157,998036.7,13:32:58:086,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.3,21.3,4.5,22.4,22.4,4.5,660.9,381.4,654.8,415.7,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,81.9,-77.8,507.5,26.7,-78.0,484.5,254.1,867.2,509.1,885.8,0,-,-,-,-,-,-,-,-
32158,32158,998053.3,13:32:58:103,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.3,21.3,4.5,22.2,22.2,4.5,661.6,382.0,655.4,415.9,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,81.6,-77.9,507.6,26.4,-78.1,484.5,255.8,867.6,510.6,886.0,0,-,-,-,-,-,-,-,-
32159,32159,998070.0,13:32:58:119,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.3,21.3,4.5,22.0,22.0,4.5,662.2,382.3,655.2,417.6,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,81.2,-78.0,507.7,26.1,-78.2,484.8,257.4,868.0,512.3,886.3,0,-,-,-,-,-,-,-,-
32160,32160,998086.7,13:32:58:136,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.3,21.3,4.5,22.4,22.4,4.5,661.7,383.0,655.6,417.7,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,81.0,-78.1,508.0,25.8,-78.3,484.9,259.1,868.6,513.7,886.6,0,-,-,-,-,-,-,-,-
32161,32161,998103.4,13:32:58:153,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.3,21.3,4.5,22.3,22.3,4.5,661.5,382.7,656.1,417.8,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,80.6,-78.2,507.7,25.4,-78.3,485.1,260.7,869.1,515.3,886.8,0,-,-,-,-,-,-,-,-
32162,32162,998120.1,13:32:58:169,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.4,21.4,4.5,22.2,22.2,4.5,661.3,383.1,656.9,417.9,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,80.3,-78.3,507.9,25.1,-78.4,485.0,262.2,869.6,516.8,887.0,0,-,-,-,-,-,-,-,-
32163,32163,998136.8,13:32:58:186,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.5,21.5,4.6,22.2,22.2,4.5,661.4,383.4,656.9,418.8,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,79.9,-78.3,507.5,24.8,-78.4,485.2,263.7,870.0,518.3,887.1,0,-,-,-,-,-,-,-,-
32164,32164,998153.5,13:32:58:203,Trial018,VNVD151207.avi,0.0,49127.3,56,DarkOliveGreen,98.7,Eye,Fixation,Fixation,1,1,21.4,21.4,4.6,22.2,22.2,4.5,662.3,383.8,656.0,418.7,-,-,-,-,-,-,-,-,-0.1,0.5,-0.9,-0.1,0.5,-0.9,79.6,-78.4,507.7,24.5,-78.4,485.4,265.3,870.2,519.9,887.1,0,-,-,-,-,-,-,-,-
