,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
24089,24089,365425.854,14:16:56:814,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sophie sous l'eau joie vs triste1.avi
24090,24090,365433.61,14:16:56:822,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Saccade,Saccade,1,1,8.6650,8.6650,2.2825,9.4354,9.4354,2.4610,933.0788,429.3883,933.0788,429.3883,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.5567,39.8320,715.9896,49.0546,31.7606,709.1127,750.5692,361.4978,534.5086,389.1064,-,-,-,-,-,-,-,-
24091,24091,365453.463,14:16:56:842,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Saccade,Saccade,1,1,8.7308,8.7308,2.3017,9.3580,9.3580,2.4446,933.0374,428.9007,933.0374,428.9007,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.5453,39.9025,716.6763,49.1332,31.7823,710.0832,750.4997,361.4724,534.3655,389.1212,-,-,-,-,-,-,-,-
24092,24092,365473.348,14:16:56:861,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Saccade,Saccade,1,1,8.5588,8.5588,2.2595,9.3592,9.3592,2.4482,926.6598,421.0853,926.6598,421.0853,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.5546,39.9587,717.3321,49.1985,31.8623,711.0193,750.8287,361.1348,534.4471,389.0506,-,-,-,-,-,-,-,-
24093,24093,365493.228,14:16:56:881,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Fixation,Fixation,1,1,8.6235,8.6235,2.2753,9.4726,9.4726,2.4767,841.2156,418.7095,841.2156,418.7095,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.7799,40.0800,717.0758,49.0020,31.9517,710.8961,752.0000,360.8017,535.8883,388.5968,-,-,-,-,-,-,-,-
24094,24094,365513.103,14:16:56:901,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Fixation,Fixation,1,1,8.7108,8.7108,2.2961,9.4897,9.4897,2.4795,834.6300,421.4705,834.6300,421.4705,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.7523,40.0525,716.5368,48.9912,31.9325,710.4554,752.0828,360.8377,535.7041,388.7424,-,-,-,-,-,-,-,-
24095,24095,365532.967,14:16:56:921,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Fixation,Fixation,1,1,8.4716,8.4716,2.2337,9.4275,9.4275,2.4639,834.9443,421.2730,834.9443,421.2730,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.7181,40.0223,716.2678,49.0257,31.9532,710.5123,751.8994,360.7820,535.6112,388.7412,-,-,-,-,-,-,-,-
24096,24096,365552.972,14:16:56:941,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Fixation,Fixation,1,1,8.6010,8.6010,2.2660,9.4875,9.4875,2.4766,827.6475,418.7042,827.6475,418.7042,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.6301,40.0032,715.9611,49.0223,31.8732,709.7643,751.8361,360.8471,535.4883,388.8254,-,-,-,-,-,-,-,-
24097,24097,365572.838,14:16:56:961,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Fixation,Fixation,1,1,8.6007,8.6007,2.2651,9.4340,9.4340,2.4635,818.4745,415.9540,818.4745,415.9540,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.6167,39.9355,715.6912,49.0855,31.8509,709.9325,751.8469,360.9097,535.5000,389.0000,-,-,-,-,-,-,-,-
24098,24098,365592.706,14:16:56:981,Trial005,05 sophie sous l'eau joie vs triste1.avi,0.0,15205.964,37,Cyan,98.6455,Eye,Fixation,Fixation,1,1,8.5918,8.5918,2.2612,9.4779,9.4779,2.4773,812.8428,399.2394,812.8428,399.2394,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.5844,39.8385,715.2023,49.1650,31.8101,710.6666,751.8564,360.8822,535.3647,389.0000,-,-,-,-,-,-,-,-
