,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
2912,2912,2980493.564,10:08:21:637,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a083ab3b4d7c6e63c12f3b51307da008.avi
2913,2913,2980506.751,10:08:21:650,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2914,2914,2980523.443,10:08:21:667,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2915,2915,2980540.134,10:08:21:684,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2916,2916,2980556.826,10:08:21:700,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2917,2917,2980573.517,10:08:21:717,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2918,2918,2980590.209,10:08:21:734,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2919,2919,2980606.9,10:08:21:750,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2920,2920,2980623.591,10:08:21:767,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2921,2921,2980640.283,10:08:21:784,Trial018,VNVD151207.avi,0,49150.708,54,Cyan,88.3677,Eye,Blink,1,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
