,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
10973,10973,798129.821,07:29:33:237,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15 devant.jpg
10974,10974,798130.334,07:29:33:238,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10975,10975,798174.462,07:29:33:282,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10976,10976,798218.461,07:29:33:326,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10977,10977,798262.465,07:29:33:370,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10978,10978,798306.596,07:29:33:414,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10979,10979,798350.591,07:29:33:458,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10980,10980,798394.654,07:29:33:502,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10981,10981,798438.737,07:29:33:546,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10982,10982,798482.71,07:29:33:590,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
10983,10983,798526.715,07:29:33:634,Trial015,15 devant.jpg,0.0,2883.755,Unidentified(Pos),DarkBlue,24.2739,Eye,Blink,Blink,1,1,0.0000,0.0000,3.1108,0.0000,0.0000,3.1148,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-
