,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
14922,14922,5400526.239,13:32:21:373,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Information,Separator,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,neutre visage gris.jpg
14923,14923,5400543.228,13:32:21:390,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Saccade,1,14.0585,14.0585,3.3183,867.7052,410.6086,yeux neutre,,Local,2,0.0000,0.0000,0.0000,-24.0181,7.3373,648.0914,808.5129,475.0695,-,-,-,-,-,-,-,-
14924,14924,5400563.1,13:32:21:410,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.5477,14.5477,3.4348,645.6253,459.1596,neutre,,Local,3,0.0000,0.0000,0.0000,-24.7103,7.3430,648.5790,813.1561,475.6346,-,-,-,-,-,-,-,-
14925,14925,5400583.02,13:32:21:430,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.4905,14.4905,3.4218,638.0466,481.2401,neutre,,Local,3,0.0000,0.0000,0.0000,-24.8945,7.3303,648.6414,813.7352,475.6664,-,-,-,-,-,-,-,-
14926,14926,5400602.863,13:32:21:450,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.2792,14.2792,3.3748,634.1276,468.4606,neutre,,Local,3,0.0000,0.0000,0.0000,-24.9767,7.3593,649.0460,814.1278,475.2865,-,-,-,-,-,-,-,-
14927,14927,5400622.865,13:32:21:470,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.3079,14.3079,3.3836,630.9773,489.3369,neutre,,Local,3,0.0000,0.0000,0.0000,-25.0386,7.4226,649.4527,814.1727,475.3669,-,-,-,-,-,-,-,-
14928,14928,5400642.726,13:32:21:489,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.2692,14.2692,3.3754,628.5019,461.6621,neutre,,Local,3,0.0000,0.0000,0.0000,-25.1129,7.4110,649.6103,814.5853,475.0838,-,-,-,-,-,-,-,-
14929,14929,5400662.595,13:32:21:509,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.2736,14.2736,3.3763,630.5246,487.1982,neutre,,Local,3,0.0000,0.0000,0.0000,-25.1771,7.4354,649.5757,814.5983,475.0612,-,-,-,-,-,-,-,-
14930,14930,5400682.479,13:32:21:529,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.2716,14.2716,3.3757,628.9140,485.5746,neutre,,Local,3,0.0000,0.0000,0.0000,-25.2189,7.4435,649.5633,815.0102,475.0699,-,-,-,-,-,-,-,-
14931,14931,5400702.345,13:32:21:549,Trial002,02 neutre visage gris.jpg,0.0,5984.163,49,Crimson,97.9251,Eye,Fixation,1,14.2716,14.2716,3.3757,627.4434,480.4091,neutre,,Local,3,0.0000,0.0000,0.0000,-25.2232,7.4433,649.5490,815.0102,475.0699,-,-,-,-,-,-,-,-
